id	name
24180029	Clan Hall Door
24180030	Clan Hall Door
24180031	Clan Hall Door
24180032	Clan Hall Door
24180033	Clan Hall Door
25170001	Outer Castle Gate
25170002	Outer Castle Gate
25170003	Gate
25170004	Gate
25170005	Gate
25170006	Gate
24160010	Outer Gate
24160009	Outer Gate
24160017	Door
24160018	Door
24160015	Door
24160016	Door
24160011	Inner Gate
24160012	Inner Gate
24160013	Inner Gate
24160014	Inner Gate
24160019	Gate
24160020	Gate
24160023	Gate
24160021	Castle Wall
24160022	Castle Wall
24160001	Clan Hall Door
24160002	Clan Hall Door
24160003	Clan Hall Door
24160004	Clan Hall Door
24160005	Clan Hall Door
24160006	Clan Hall Door
24160007	Clan Hall Door
24160008	Clan Hall Door
22220007	Clan Hall Door
22220008	Clan Hall Door
22220009	Clan Hall Door
22220010	Clan Hall Door
22220012	Clan Hall Door
22220011	Clan Hall Door
22220006	Clan Hall Door
22220005	Clan Hall Door
22220003	Clan Hall Door
22220004	Clan Hall Door
25150011	Entrance to the Conqueror's Sepulcher
25150012	Viscount's Hall Gate
25150013	Count's Hall Gate
25150014	Marquis' Hall Gate
25150015	Duke's Hall Gate
25150016	Emperor's Grave Gate
25150001	Entrance to the Ruler Sepulcher
25150002	Viscount's Hall Gate
25150003	Count's Hall Gate
25150004	Marquis' Hall Gate
25150005	Duke's Hall Gate
25150006	Emperor's Grave Gate
25150031	Entrance to the Great Sage's Sepulcher
25150032	Viscount's Hall Gate
25150033	Count's Hall Gate
25150034	Marquis' Hall Gate
25150035	Duke's Hall Gate
25150036	Emperor's Grave Gate
25150021	Entrance to the Judge Sepulcher
25150022	Viscount's Hall Gate
25150023	Count's Hall Gate
25150024	Marquis' Hall Gate
25150025	Duke's Hall Gate
25150026	Emperor's Grave Gate
24210004	Door
24210005	Door
24210006	Door
24140007	Door
24140008	Door
24140003	Clan Hall Door
24140004	Clan Hall Door
24140001	Clan Hall Door
24140002	Clan Hall Door
24140005	Clan Hall Door
24140006	Clan Hall Door
24160024	Throne
19160010	Chapel Door
19160011	Chapel Door
19160001	Temple Gate
19160006	Anteroom Door
19160005	Anteroom Door
19160002	Anteroom Door
19160009	Anteroom Door
19160008	Anteroom Door
19160007	Anteroom Door
19160003	Anteroom Door
19160004	Anteroom Door
19160014	Altar Entrance
19160015	Altar Entrance
19160012	Door of Darkness
19160013	Door of Darkness
19160017	Altar Entrance
19160016	Altar Entrance
20160007	Castle Wall
20160008	Castle Wall
20160009	Castle Wall
20160001	Outer Gate
20160002	Outer Gate
20160006	Inner Gate
20160003	Inner Gate
20160004	Inner Gate
20160005	Gate
20160010	Throne
21150002	Door
21150001	Door
21150003	Gate
21150004	Gate
21150005	Fence
21150006	Fence
21150007	Fence
21150008	Fence
21150009	Fence
21160002	Clan Hall Door
21160001	Clan Hall Door
21160004	Clan Hall Door
21160003	Clan Hall Door
21160006	Clan Hall Door
21160005	Clan Hall Door
21160008	Clan Hall Door
21160007	Clan Hall Door
21160010	Clan Hall Door
21160009	Clan Hall Door
21160012	Clan Hall Door
21160011	Clan Hall Door
21160014	Clan Hall Door
21160013	Clan Hall Door
21170002	Outer Gate
21170001	Outer Gate
21170003	Door
21170004	Door
21170006	Door
21170005	Door
22130002	Outer Gate
22130001	Outer Gate
22130011	Door
22130010	Door
22130015	Door
22130014	Door
22130007	Inner Gate
22130006	Inner Gate
22130009	Inner Gate
22130008	Inner Gate
22130003	Gate
22130013	Gate
22130012	Gate
22130005	Castle Wall
22130004	Castle Wall
22130016	Throne
22130017	Clan Hall Door
22130018	Clan Hall Door
22130020	Clan Hall Door
22130019	Clan Hall Door
22130022	Clan Hall Door
22130021	Clan Hall Door
22130024	Clan Hall Door
22130023	Clan Hall Door
23140001	Ice Wall
23140002	Ice Wall
23150001	Secret Door
23150002	Secret Door
23150003	Gate of Splendor
23150004	Gate of Splendor
25150045	Mausoleum Gate
25150051	Gate of Errors
25150059	Gate of Errors
25150043	Mausoleum Gate
25150042	Mausoleum Gate
25150052	Gate of Errors
25150053	Gate of Errors
25150054	Gate of Errors
25150055	Gate of Errors
25150056	Gate of Errors
25150057	Gate of Errors
25150058	Gate of Errors
25150060	Gate of Errors
25150046	Mausoleum Gate
25150066	Gate of Errors
25150067	Gate of Errors
25150068	Gate of Errors
25150069	Gate of Errors
25150070	Gate of Errors
25150061	Gate of Errors
25150062	Gate of Errors
25150063	Gate of Errors
25150064	Gate of Errors
25150065	Gate of Errors
18200001	Fort Gate
18200002	Fort Gate
18200003	Fort Gate
18200004	Fort Gate
18200005	Fort Gate
18200006	Fort Gate
18200007	Fort Gate
18200008	Fort Gate
18200009	Fort Gate
18200010	Fort Gate
18200011	Fort Gate
18200012	Fort Gate
18220001	Fort Gate
18220002	Fort Gate
18220003	Fort Gate
18220004	Fort Gate
18220005	Fort Gate
18220006	Fort Gate
18220007	Fort Gate
18220008	Fort Gate
19240001	Fort Gate
19240002	Fort Gate
19240003	Fort Gate
19240004	Fort Gate
19240005	Fort Gate
19240006	Fort Gate
19240007	Fort Gate
19240008	Fort Gate
19240009	Fort Gate
19240010	Fort Gate
19240011	Fort Gate
19240012	Fort Gate
20200001	Fort Gate
20200002	Fort Gate
20200003	Fort Gate
20200004	Fort Gate
20200005	Fort Gate
20200006	Fort Gate
20200007	Fort Gate
20200008	Fort Gate
20220017	Fort Gate
20220018	Fort Gate
20220019	Fort Gate
20220020	Fort Gate
20220021	Fort Gate
20220022	Fort Gate
20220023	Fort Gate
20220024	Fort Gate
20220025	Fort Gate
20220026	Fort Gate
20220027	Fort Gate
20220028	Fort Gate
20230003	Fort Gate
20230004	Fort Gate
20230005	Fort Gate
20230006	Fort Gate
20230007	Fort Gate
20230008	Fort Gate
20230009	Fort Gate
21220001	Fort Gate
21220002	Fort Gate
21220003	Fort Gate
21220004	Fort Gate
21220005	Fort Gate
21220006	Fort Gate
21220007	Fort Gate
21220008	Fort Gate
22150001	Fort Gate
22150002	Fort Gate
22150003	Fort Gate
22150004	Fort Gate
22150005	Fort Gate
22150006	Fort Gate
22150007	Fort Gate
22150008	Fort Gate
22160001	Fort Gate
22160002	Fort Gate
22160003	Fort Gate
22160004	Fort Gate
22160005	Fort Gate
22160006	Fort Gate
22160007	Fort Gate
22160008	Fort Gate
22160009	Fort Gate
22160010	Fort Gate
22160011	Fort Gate
22160012	Fort Gate
22180001	Fort Gate
22180002	Fort Gate
22180003	Fort Gate
22180004	Fort Gate
22180005	Fort Gate
22180006	Fort Gate
22180007	Fort Gate
22180008	Fort Gate
22200001	Fort Gate
22200002	Fort Gate
22200003	Fort Gate
22200004	Fort Gate
22200005	Fort Gate
22200006	Fort Gate
22200007	Fort Gate
22200008	Fort Gate
22200009	Fort Gate
22200010	Fort Gate
22200011	Fort Gate
22200012	Fort Gate
22230001	Fort Gate
22230002	Fort Gate
22230003	Fort Gate
22230004	Fort Gate
22230005	Fort Gate
22230006	Fort Gate
22230007	Fort Gate
22230008	Fort Gate
23130001	Fort Gate
23130002	Fort Gate
23130003	Fort Gate
23130004	Fort Gate
23130005	Fort Gate
23130006	Fort Gate
23130007	Fort Gate
23130008	Fort Gate
23160001	Fort Gate
23160002	Fort Gate
23160003	Fort Gate
23160004	Fort Gate
23160005	Fort Gate
23160006	Fort Gate
23160007	Fort Gate
23160008	Fort Gate
23170001	Fort Gate
23170002	Fort Gate
23170003	Fort Gate
23170004	Fort Gate
23170005	Fort Gate
23170006	Fort Gate
23170007	Fort Gate
23170008	Fort Gate
23170009	Fort Gate
23170010	Fort Gate
23170011	Fort Gate
23170012	Fort Gate
23200001	Fort Gate
23200002	Fort Gate
23200003	Fort Gate
23200004	Fort Gate
23200005	Fort Gate
23200006	Fort Gate
23200007	Fort Gate
23200008	Fort Gate
23200009	Fort Gate
23200010	Fort Gate
23200011	Fort Gate
23200012	Fort Gate
23210001	Fort Gate
23210002	Fort Gate
23210003	Fort Gate
23210004	Fort Gate
23210005	Fort Gate
23210006	Fort Gate
23210007	Fort Gate
23210008	Fort Gate
23210009	Fort Gate
23210010	Fort Gate
23210011	Fort Gate
23210012	Fort Gate
23240001	Fort Gate
23240002	Fort Gate
23240003	Fort Gate
23240004	Fort Gate
23240005	Fort Gate
23240006	Fort Gate
23240007	Fort Gate
23240008	Fort Gate
24150001	Fort Gate
24150002	Fort Gate
24150003	Fort Gate
24150004	Fort Gate
24150005	Fort Gate
24150006	Fort Gate
24150007	Fort Gate
24150008	Fort Gate
24150009	Fort Gate
24150010	Fort Gate
24150011	Fort Gate
24150012	Fort Gate
24190005	Fort Gate
24190006	Fort Gate
24190007	Fort Gate
24190008	Fort Gate
24190009	Fort Gate
24190010	Fort Gate
24190011	Fort Gate
24190012	Fort Gate
25190001	Fort Gate
25190002	Fort Gate
25190003	Fort Gate
25190004	Fort Gate
25190005	Fort Gate
25190006	Fort Gate
25190007	Fort Gate
25190008	Fort Gate
25190009	Fort Gate
25190010	Fort Gate
25190011	Fort Gate
25190012	Fort Gate
24170001	Gateway
