tag	id	drop_type	drop_anim_type	drop_radius	drop_height	UNK_0	drop_mesh1	drop_mesh2	drop_mesh3	drop_tex1	drop_tex2	drop_tex3	icon[0]	icon[1]	icon[2]	icon[3]	icon[4]	durability	weight	material	crystallizable	projectile_?	body_part	handness	wpn_mesh_cnt	wpn_mesh[0]	wpn_mesh[1]	wpn_tex_cnt	wpn_tex[0]	wpn_tex[1]	wpn_tex[2]	item_sound_cnt	item_sound[0]	item_sound[1]	item_sound[2]	item_sound[3]	drop_sound	equip_sound	effect	random_damage	patt	matt	weapon_type	crystal_type	critical	hit_mod	avoid_mod	shield_pdef	shield_rate	speed	mp_consume	SS_count	SPS_count	curvature	UNK_2	is_hero	UNK_3	effA	effB	junk1A[0]	junk1A[1]	junk1A[2]	junk1A[3]	junk1A[4]	junk1B[0]	junk1B[1]	junk1B[2]	junk1B[3]	junk1B[4]	rangeA	rangeB	junk2A[0]	junk2A[1]	junk2A[2]	junk2A[3]	junk2A[4]	junk2A[5]	junk2B[0]	junk2B[1]	junk2B[2]	junk2B[3]	junk2B[4]	junk2B[5]	junk3[0]	junk3[1]	junk3[2]	junk3[3]	icons[0]	icons[1]	icons[2]	icons[3]
0	11	1	1	7	15	0	LineageWeapons.bone_dagger_m00_wp			LineageWeaponsTex.bone_dagger_t00_wp			icon.weapon_bone_dagger_i00					-1	1150	14	0	0	7	1	1	LineageWeapons.bone_dagger_m00_wp		1	LineageWeaponsTex.bone_dagger_t00_wp			4	ItemSound.dagger_6	ItemSound.public_sword_shing_6	ItemSound.sword_small_2	ItemSound.dagger_5	ItemSound.itemdrop_dagger	ItemSound.itemequip_dagger		5	7	6	3	0	12	-3	0	0	0	433	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.69999999	0.55000001	0.55000001	11.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	12	1	1	7	15	0	LineageWeapons.knife_m00_wp			LineageWeaponsTex.knife_t00_wp			icon.weapon_knife_i00					-1	1140	6	0	0	7	1	1	LineageWeapons.knife_m00_wp		1	LineageWeaponsTex.knife_t00_wp			4	ItemSound.sword_small_9	ItemSound.public_sword_shing_7	ItemSound.sword_small_2	ItemSound.dagger_5	ItemSound.itemdrop_dagger	ItemSound.itemequip_dagger		5	10	9	3	0	12	-3	0	0	0	433	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.50000000	0.40000001	0.40000001	11.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	13	1	1	15	2	0	LineageWeapons.short_bow_m00_wp			LineageWeaponsTex.short_bow_t00_wp			icon.weapon_short_bow_i00					-1	1950	13	0	0	14	5	1	LineageWeapons.short_bow_m00_wp		1	LineageWeaponsTex.short_bow_t00_wp			4	ItemSound.bow_big_2	ItemSound.bow_small_6	ItemSound.bow_small_1	ItemSound.bow_small_4	ItemSound.itemdrop_bow	ItemSound.itemequip_bow		5	16	6	6	0	12	-3	0	0	0	293	1	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.10000002	0.80000001	0.80000001	-2.50000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	14	1	1	15	2	0	LineageWeapons.bow_m00_wp			LineageWeaponsTex.bow_t00_wp			icon.weapon_bow_i00					-1	1930	13	0	0	14	5	1	LineageWeapons.bow_m00_wp		1	LineageWeaponsTex.bow_t00_wp			4	ItemSound.bow_small_2	ItemSound.bow_small_4	ItemSound.bow_big_2	ItemSound.bow_small_1	ItemSound.itemdrop_bow	ItemSound.itemequip_bow		5	23	9	6	0	12	-3	0	0	0	293	1	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.20000005	0.80000001	0.80000001	-1.50000000	1.00000000	0.00000000							-1	-1	-1	-1				
0	15	1	1	17	2	0	LineageWeapons.short_spear_m00_wp			LineageWeaponsTex.short_spear_t00_wp			icon.weapon_short_spear_i00					-1	2140	8	0	0	14	4	1	LineageWeapons.short_spear_m00_wp		1	LineageWeaponsTex.short_spear_t00_wp			4	ItemSound.hammer_2	ItemSound.spear_9	ItemSound.spear_6	ItemSound.spear_2	ItemSound.itemdrop_spear	ItemSound.itemequip_spear		10	24	17	4	0	8	-3	0	0	0	325	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.50000000	0.50000000	34.50000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	16	1	1	17	2	0	LineageWeapons.long_spear_m00_wp			LineageWeaponsTex.long_spear_t00_wp			icon.weapon_long_spear_i00					-1	2120	6	0	0	14	4	1	LineageWeapons.long_spear_m00_wp		1	LineageWeaponsTex.long_spear_t00_wp			4	ItemSound.hammer_3	ItemSound.spear_1	ItemSound.spear_6	itemsound.spear_7	ItemSound.itemdrop_spear	ItemSound.itemequip_spear		10	31	21	4	0	8	-3	0	0	0	325	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.04999995	0.69999999	0.69999999	30.50000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	18	3	2	5	8	0	LineageWeapons.leather_shield_m00_sh			LineageWeaponsTex.leather_shield_t00_sh	LineageWeaponsTex.round_shield_t01_sh		icon.shield_leather_shield_i00					-1	1430	19	0	0	8	0	1	LineageWeapons.leather_shield_m00_sh		2	LineageWeaponsTex.leather_shield_t00_sh	LineageWeaponsTex.round_shield_t01_sh		4	ItemSound.shield_wood_1	ItemSound.shield_wood_2	ItemSound.shield_bone_3	ItemSound.shield_leather_4	ItemSound.itemdrop_shield_leather	ItemSound.itemequip_shield_leather		0	0	0	0	0	0	0	-8	47	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	19	3	2	5	5	0	LineageWeapons.small_shield_m00_sh			LineageWeaponsTex.small_shield_t00_sh	LineageWeaponsTex.small_shield_t01_sh		icon.shield_small_shield_i00					-1	1420	8	0	0	8	0	1	LineageWeapons.small_shield_m00_sh		2	LineageWeaponsTex.small_shield_t00_sh	LineageWeaponsTex.small_shield_t01_sh		4	ItemSound.shield_wood_1	ItemSound.shield_wood_2	ItemSound.shield_bone_3	ItemSound.shield_leather_4	ItemSound.itemdrop_shield_woodmetal	ItemSound.itemequip_shield_woodmetal		0	0	0	0	0	0	0	-8	56	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	20	3	2	5	8	0	LineageWeapons.buckler_m00_sh			LineageWeaponsTex.buckler_t00_sh	LineageWeaponsTex.round_shield_t01_sh		icon.shield_buckler_i00					-1	1410	13	0	0	8	0	1	LineageWeapons.buckler_m00_sh		2	LineageWeaponsTex.buckler_t00_sh	LineageWeaponsTex.round_shield_t01_sh		4	ItemSound.shield_wood_1	ItemSound.shield_wood_2	ItemSound.shield_steel_8	MonSound.Hit_Metal_Clang_7	ItemSound.itemdrop_shield_woodmetal	ItemSound.itemequip_shield_woodmetal		0	0	0	0	0	0	0	-8	67	20	0	0	0	0	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000								1.00000000	1.00000000	1.00000000	0.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	66	1	1	7	10	0	LineageWeapons.gladius_m00_wp			LineageWeaponsTex.gladius_t00_wp			icon.weapon_gladius_i00					-1	1570	8	0	0	7	1	1	LineageWeapons.gladius_m00_wp		1	LineageWeaponsTex.gladius_t00_wp			4	ItemSound.sword_great_6	ItemSound.public_sword_shing_8	ItemSound.sword_great_9	ItemSound.sword_small_7	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	17	12	1	0	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.14999998	0.69999999	0.69999999	11.50000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	67	1	1	7	10	0	LineageWeapons.orcish_sword_m00_wp			LineageWeaponsTex.orcish_sword_t00_wp			icon.weapon_orcish_sword_i00					-1	1570	8	0	0	7	1	1	LineageWeapons.orcish_sword_m00_wp		1	LineageWeaponsTex.orcish_sword_t00_wp			4	ItemSound.sword_great_2	ItemSound.sword_mid_5	ItemSound.sword_small_3	ItemSound.public_sword_shing_4	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	17	12	1	0	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		0.80000001	0.55000001	0.55000001	7.50000000	-0.50000000	0.00000000							-1	-1	-1	-1				
0	68	1	1	7	10	0	LineageWeapons.falchion_m00_wp			LineageWeaponsTex.falchion_t00_wp			icon.weapon_falchion_i00					-1	1530	6	0	0	7	1	1	LineageWeapons.falchion_m00_wp		1	LineageWeaponsTex.falchion_t00_wp			4	ItemSound.sword_big_1	ItemSound.sword_mid_2	ItemSound.sword_mid_3	ItemSound.public_sword_shing_4	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	31	21	1	0	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.20000005	0.69999999	0.69999999	13.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	69	1	1	7	10	0	LineageWeapons.bastard_sword_m00_wp			LineageWeaponsTex.bastard_sword_t00_wp			icon.weapon_bastard_sword_i00					-1	1510	51	1	0	7	1	1	LineageWeapons.bastard_sword_m00_wp		1	LineageWeaponsTex.bastard_sword_t00_wp			4	ItemSound.sword_mid_4	ItemSound.sword_small_9	ItemSound.sword_mid_2	ItemSound.public_sword_shing_10	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	51	32	1	1	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.20000005	0.75000000	0.75000000	11.50000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	70	1	1	7	10	0	LineageWeapons.claymore_m00_wp			LineageWeaponsTex.claymore_t00_wp			icon.weapon_claymore_i00					-1	2090	51	1	0	14	2	1	LineageWeapons.claymore_m00_wp		1	LineageWeaponsTex.claymore_t00_wp			4	ItemSound.sword_big_3	ItemSound.sword_mid_9	ItemSound.sword_great_4	ItemSound.public_sword_shing_8	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	112	54	1	1	8	0	0	0	0	325	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.45000005	0.85000002	0.85000002	12.00000000	0.00000000	0.00000000							-1	-1	-1	-1				
0	71	1	1	7	10	0	LineageWeapons.flamberge_m00_wp			LineageWeaponsTex.flamberge_t00_wp			icon.weapon_flamberge_i00					-1	2010	6	1	0	14	2	1	LineageWeapons.flamberge_m00_wp		1	LineageWeaponsTex.flamberge_t00_wp			4	ItemSound.sword_small_9	ItemSound.sword_great_3	ItemSound.sword_big_3	ItemSound.public_sword_shing_4	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	130	61	1	2	8	0	0	0	0	325	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.60000002	0.94999999	0.94999999	12.50000000	0.00000000	0.00000000							0	-1	-1	-1	icon.weapon_flamberge_i01			
0	72	1	1	7	10	0	LineageWeapons.stormbringer_m00_wp			LineageWeaponsTex.stormbringer_t00_wp			icon.weapon_stormbringer_i00					-1	1430	51	1	0	7	1	1	LineageWeapons.stormbringer_m00_wp		1	LineageWeaponsTex.stormbringer_t00_wp			4	ItemSound.sword_small_3	ItemSound.sword_mid_2	ItemSound.sword_small_2	ItemSound.public_sword_shing_10	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	107	61	1	2	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.39999998	0.89999998	0.89999998	13.50000000	0.00000000	0.00000000							6	-1	-1	-1	icon.weapon_stormbringer_i01			
0	73	1	1	7	10	0	LineageWeapons.shamshir_m00_wp			LineageWeaponsTex.shamshir_t00_wp			icon.weapon_shamshir_i00					-1	1420	51	1	0	7	1	1	LineageWeapons.shamshir_m00_wp		1	LineageWeaponsTex.shamshir_t00_wp			4	ItemSound.sword_mid_5	ItemSound.sword_great_4	ItemSound.sword_big_3	ItemSound.public_sword_shing_4	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	122	68	1	2	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.39999998	1.00000000	1.00000000	9.00000000	-1.00000000	0.00000000							6	-1	-1	-1	icon.weapon_shamshir_i01			
0	74	1	1	7	10	0	LineageWeapons.katana_m00_wp			LineageWeaponsTex.katana_t00_wp			icon.weapon_katana_i00					-1	1420	51	1	0	7	1	1	LineageWeapons.katana_m00_wp		1	LineageWeaponsTex.katana_t00_wp			4	ItemSound.sword_small_1	ItemSound.sword_great_4	ItemSound.sword_big_3	ItemSound.public_sword_shing_4	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	122	68	1	2	8	0	0	0	0	379	0	2	2	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.20000005	0.69999999	0.69999999	9.00000000	0.00000000	0.00000000							6	-1	-1	-1	icon.weapon_katana_i01			
0	75	1	1	7	10	0	LineageWeapons.caliburs_m00_wp			LineageWeaponsTex.caliburs_t00_wp			icon.weapon_caliburs_i00					-1	1400	1	1	0	7	1	1	LineageWeapons.caliburs_m00_wp		1	LineageWeaponsTex.caliburs_t00_wp			4	ItemSound.sword_mid_5	ItemSound.sword_small_3	ItemSound.sword_big_3	ItemSound.public_sword_shing_8	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	139	76	1	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.20000005	0.80000001	0.80000001	12.00000000	0.00000000	0.00000000							6	-1	-1	-1	icon.weapon_caliburs_i01			
0	76	1	1	7	10	0	LineageWeapons.sword_of_delusion_m00_wp			LineageWeaponsTex.sword_of_delusion_t00_wp			icon.weapon_sword_of_delusion_i00					-1	1400	2	1	0	7	1	1	LineageWeapons.sword_of_delusion_m00_wp		1	LineageWeaponsTex.sword_of_delusion_t00_wp			4	ItemSound.sword_great_4	ItemSound.sword_big_3	ItemSound.sword_mid_3	ItemSound.public_sword_shing_10	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	139	76	1	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.60000002	1.00000000	1.00000000	12.50000000	-1.00000000	3.00000000							6	-1	-1	-1	icon.weapon_sword_of_delusion_i01			
0	77	1	1	7	10	0	LineageWeapons.tsurugi_m00_wp			LineageWeaponsTex.tsurugi_t00_wp			icon.weapon_tsurugi_i00					-1	1400	51	1	0	7	1	1	LineageWeapons.tsurugi_m00_wp		1	LineageWeaponsTex.tsurugi_t00_wp			4	ItemSound.sword_mid_4	ItemSound.sword_big_1	ItemSound.sword_small_2	ItemSound.public_sword_shing_10	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	139	76	1	2	8	0	0	0	0	379	0	3	3	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.39999998	0.80000001	0.80000001	12.00000000	0.00000000	0.00000000							6	-1	-1	-1	icon.weapon_tsurugi_i01			
0	78	1	1	7	10	0	LineageWeapons.great_sword_m00_wp			LineageWeaponsTex.great_sword_t00_wp			icon.weapon_great_sword_i00					-1	1930	8	1	0	14	2	1	LineageWeapons.great_sword_m00_wp		1	LineageWeaponsTex.great_sword_t00_wp			4	ItemSound.sword_great_7	ItemSound.sword_great_4	ItemSound.sword_big_9	ItemSound.public_sword_shing_8	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	213	91	1	3	8	0	0	0	0	325	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.89999998	1.10000002	1.10000002	11.00000000	0.00000000	0.00000000							0	-1	-1	-1	icon.weapon_great_sword_i01			
0	79	1	1	7	10	0	LineageWeapons.sword_of_damascus_m00_wp			LineageWeaponsTex.sword_of_damascus_t00_wp			icon.weapon_sword_of_damascus_i00					-1	1350	50	1	0	7	1	1	LineageWeapons.sword_of_damascus_m00_wp		1	LineageWeaponsTex.sword_of_damascus_t00_wp			4	ItemSound.sword_big_1	ItemSound.sword_big_3	ItemSound.spear_5	ItemSound.public_sword_shing_4	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	194	99	1	3	8	0	0	0	0	379	0	1	1	1000	0	-1	0			0.00000000	0.00000000	0.00000000	1.00000000	1.00000000						LineageWeapons.rangesample		1.39999998	0.80000001	0.80000001	13.00000000	0.00000000	0.00000000							6	-1	-1	-1	icon.weapon_sword_of_damascus_i01			
0	80	1	1	7	10	0	LineageWeapons.tallum_blade_m00_wp			LineageWeaponsTex.tallum_blade_t00_wp			icon.weapon_tallum_blade_i00					-1	1330	47	1	0	7	1	1	LineageWeapons.tallum_blade_m00_wp		1	LineageWeaponsTex.tallum_blade_t00_wp			4	ItemSound.spear_4	ItemSound.sword_big_3	ItemSound.sword_mid_8	ItemSound.public_sword_shing_10	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	213	107	1	4	8	0	0	0	0	379	0	1	1	1000	0	-1	0	LineageEffect.c_u006		0.00000000	0.00000000	0.00000000	0.80000001	0.80000001						LineageWeapons.rangesample		1.39999998	0.80000001	0.80000001	12.00000000	0.00000000	0.00000000							6	-1	-1	-1	icon.weapon_tallum_blade_i01			
0	81	1	1	7	10	0	LineageWeapons.dragon_slayer_m00_wp			LineageWeaponsTex.dragon_slayer_t00_wp			icon.weapon_dragon_slayer_i00					-1	1840	14	1	0	14	2	1	LineageWeapons.dragon_slayer_m00_wp		1	LineageWeaponsTex.dragon_slayer_t00_wp			4	ItemSound.hammer_2	ItemSound.sword_great_3	ItemSound.sword_mid_2	ItemSound.public_sword_shing_10	ItemSound.itemdrop_sword	ItemSound.itemequip_sword		10	282	114	1	4	8	0	0	0	0	325	0	1	1	1000	0	-1	0	LineageEffect.c_u000		2.00000000	1.20000005	0.00000000	1.54999995	1.00000000						LineageWeapons.rangesample		2.09999990	1.35000002	1.35000002	10.00000000	1.00000000	0.00000000							0	-1	-1	-1	icon.weapon_dragon_slayer_i01			
