npc_id	skill_id	seq_name	skill_name	npc_name	npc_class
16017	5187	spatk02	a,s_vampiric_rage1\0	a,tamed_kukaburo_war\0	a,LineageMonster2.pet_ostrich\0
16020	5187	spatk01	a,s_vampiric_rage3\0	a,tnpc_tiny_buffalo\0	a,LineageMonster2.baby_buffalo\0
16022	5187	spatk01	a,s_vampiric_rage3\0	a,tnpc_tiny_cougar\0	a,LineageMonster2.baby_tiger\0
20056	4001	atk01	a,s_mega_storm_strike1\0	a,dre_vanul_disposer\0	a,LineageMonster.dre_vanul\0
20109	4001	atk01	a,s_mega_storm_strike1\0	a,salamander\0	a,LineageMonster.salamander\0
20110	4001	atk01	a,s_mega_storm_strike1\0	a,undine\0	a,LineageMonster.undine\0
20113	4001	atk01	a,s_mega_storm_strike1\0	a,undine_ribe\0	a,LineageMonster.undine\0
20115	4001	atk01	a,s_mega_storm_strike1\0	a,undine_ybar\0	a,LineageMonster.undine\0
20117	4001	spatk01	a,s_mega_storm_strike1\0	a,dre_vanul\0	a,LineageMonster.dre_vanul\0
20154	4001	atk01	a,s_mega_storm_strike1\0	a,manadragora\0	a,LineageMonster.manadragora\0
20160	4001	spatk01	a,s_mega_storm_strike1\0	a,neer_crawler\0	a,LineageMonster.neer_crawler\0
20172	4001	atk01	a,s_mega_storm_strike1\0	a,sylph\0	a,LineageMonster.sylph\0
20194	4001	atk01	a,s_mega_storm_strike1\0	a,queen_undine\0	a,LineageMonster.undine\0
20198	4001	atk01	a,s_mega_storm_strike1\0	a,neer_crawler_frak\0	a,LineageMonster.neer_crawler\0
20202	4001	atk01	a,s_mega_storm_strike1\0	a,dead_seeker\0	a,LineageMonster.vampire_bat\0
20223	4001	atk01	a,s_mega_storm_strike1\0	a,mandragora_sprout\0	a,LineageMonster.manadragora\0
20347	4001	atk01	a,s_mega_storm_strike1\0	a,death_blader\0	a,LineageMonster.death_blader\0
20352	4001	atk01	a,s_mega_storm_strike1\0	a,dre_vanul_slayer\0	a,LineageMonster.dre_vanul\0
20411	4001	atk01	a,s_mega_storm_strike1\0	a,corpse_eater_bat\0	a,LineageMonster.vampire_bat\0
20412	4001	atk01	a,s_mega_storm_strike1\0	a,susceptor\0	a,LineageMonster.susceptor\0
20416	4001	spatk01	a,s_mega_storm_strike1\0	a,scarlet_salamander_ribe\0	a,LineageMonster.salamander\0
20505	4001	spatk01	a,s_mega_storm_strike1\0	a,ruin_bat\0	a,LineageMonster.vampire_bat_bi\0
20589	4001	atk01	a,s_mega_storm_strike1\0	a,fline\0	a,LineageMonster.sylph\0
20590	4001	atk01	a,s_mega_storm_strike1\0	a,liele\0	a,LineageMonster.undine\0
20595	4001	atk01	a,s_mega_storm_strike1\0	a,fline_elder\0	a,LineageMonster.sylph\0
20596	4001	atk01	a,s_mega_storm_strike1\0	a,liele_elder\0	a,LineageMonster.undine\0
20599	4001	atk01	a,s_mega_storm_strike1\0	a,unicorn_elder\0	a,LineageMonster.unicorn\0
20609	4001	atk01	a,s_mega_storm_strike1\0	a,salamander_lakin\0	a,LineageMonster.salamander\0
20612	4001	atk01	a,s_mega_storm_strike1\0	a,salamander_rowin\0	a,LineageMonster.salamander\0
20618	4001	atk01	a,s_mega_storm_strike1\0	a,sucubuss_kanil\0	a,LineageMonster.succubus\0
20647	4001	atk01	a,s_mega_storm_strike1\0	a,ynglzu\0	a,LineageMonster.field_stalker\0
20997	4001	atk01	a,s_mega_storm_strike1\0	a,soldier_of_grief\0	a,LineageMonster.unpleasant_humming\0
21020	4001	atk01	a,s_mega_storm_strike1\0	a,fallen_orc_shaman\0	a,LineageMonster.ketra_orc_shaman\0
21025	4001	spatk01	a,s_mega_storm_strike1\0	a,giggleing_wind\0	a,LineageMonster.sylph\0
21026	4001	spatk02	a,s_mega_storm_strike1\0	a,singing_wind\0	a,LineageMonster.sylph\0
21167	4001	atk01	a,s_mega_storm_strike1\0	a,lith_adept\0	a,LineageMonster2.temple_savant_a_20_sm\0
21170	4001	atk01	a,s_mega_storm_strike1\0	a,lith_medium\0	a,LineageMonster2.temple_savant_a\0
21173	4001	atk01	a,s_mega_storm_strike1\0	a,lith_shaman\0	a,LineageMonster2.temple_savant_a\0
21396	4001	atk01	a,s_mega_storm_strike1\0	a,carrion_scarab\0	a,LineageMonster2.scarab\0
21405	4001	spatk01	a,s_mega_storm_strike1\0	a,tera_beetle_a\0	a,LineageMonster2.tera_beetle\0
21553	4001	spatk01	a,s_mega_storm_strike1\0	a,oppressed_one\0	a,LineageMonster.zombie\0
21647	4001	spatk01	a,s_mega_storm_strike1\0	a,scavenger_scarab\0	a,LineageMonster2.scarab\0
22137	4001	spatk02	a,s_mega_storm_strike9\0	a,penance_roomguard\0	a,LineageMonster3.zombie_gateguard_brd\0
22138	4001	spatk02	a,s_mega_storm_strike9\0	a,chapel_guard\0	a,LineageMonster3.zombie_gateguard_brd\0
22194	4001	spatk02	a,s_mega_storm_strike9\0	a,penance_roomguard_01\0	a,LineageMonster3.zombie_gateguard_slp\0
29008	4001	spatk01	a,s_mega_storm_strike1\0	a,b02_death_blader\0	a,LineageMonster.death_blader\0
29011	4001	spatk01	a,s_mega_storm_strike1\0	a,b02_susceptor\0	a,LineageMonster.susceptor\0
29012	4001	spatk01	a,s_mega_storm_strike1\0	a,b02_perum\0	a,LineageMonster.iron_golem\0
18001	4002	atk01	a,s_blood_sucking1\0	a,bloody_queen\0	a,LineageMonster.bloody_queen\0
18002	4002	atk01	a,s_blood_sucking1\0	a,bloody_queen_hold\0	a,LineageMonster.bloody_queen\0
18006	4002	atk01	a,s_blood_sucking1\0	a,malruk_lord_a\0	a,LineageMonster.death_blader\0
18007	4002	atk01	a,s_blood_sucking1\0	a,limal_karinness_a\0	a,LineageMonster.bloody_queen\0
20056	4002	spatk01	a,s_blood_sucking1\0	a,dre_vanul_disposer\0	a,LineageMonster.dre_vanul\0
20118	4002	spatk01	a,s_blood_sucking1\0	a,dre_vanul_scouter\0	a,LineageMonster.dre_vanul\0
20154	4002	spatk01	a,s_blood_sucking1\0	a,manadragora\0	a,LineageMonster.manadragora\0
20160	4002	spatk01	a,s_blood_sucking1\0	a,neer_crawler\0	a,LineageMonster.neer_crawler\0
20177	4002	spatk01	a,s_blood_sucking1\0	a,zombie\0	a,LineageMonster.zombie\0
20198	4002	spatk01	a,s_blood_sucking1\0	a,neer_crawler_frak\0	a,LineageMonster.neer_crawler\0
20202	4002	spatk01	a,s_blood_sucking1\0	a,dead_seeker\0	a,LineageMonster.vampire_bat\0
20222	4002	spatk01	a,s_blood_sucking1\0	a,torfe\0	a,LineageMonster.grave\0
20223	4002	spatk01	a,s_blood_sucking1\0	a,mandragora_sprout\0	a,LineageMonster.manadragora\0
20225	4002	atk01	a,s_blood_sucking1\0	a,mist_giant_leech\0	a,LineageMonster.giant_leech\0
20227	4002	social01	a,s_blood_sucking1\0	a,mist_horror_ripper\0	a,LineageMonster.dark_horror\0
20235	4002	social01	a,s_blood_sucking1\0	a,shackle\0	a,LineageMonster.hungry_spirit\0
20277	4002	spatk02	a,s_blood_sucking1\0	a,cave_keeper_hold\0	a,LineageMonster.serpent_slave\0
20279	4002	spatk02	a,s_blood_sucking1\0	a,shackle_hold\0	a,LineageMonster.hungry_spirit\0
20354	4002	spatk02	a,s_blood_sucking1\0	a,dwarf_ghost\0	a,LineageMonster.dwarf_ghost\0
20411	4002	spatk02	a,s_blood_sucking1\0	a,corpse_eater_bat\0	a,LineageMonster.vampire_bat\0
20415	4002	atk01	a,s_blood_sucking1\0	a,scarlet_salamander\0	a,LineageMonster.salamander\0
20421	4002	atk01	a,s_blood_sucking1\0	a,akaste_succubus_tilfo\0	a,LineageMonster.succubus_bi\0
20431	4002	atk01	a,s_blood_sucking1\0	a,elf_ghost\0	a,LineageMonster.elf_ghost\0
20453	4002	atk01	a,s_blood_sucking1\0	a,human_ghost\0	a,LineageMonster.human_ghost\0
20501	4002	atk01	a,s_blood_sucking1\0	a,turek_orc_shaman\0	a,LineageMonster.orc_shaman\0
20505	4002	spatk01	a,s_blood_sucking1\0	a,ruin_bat\0	a,LineageMonster.vampire_bat_bi\0
20513	4002	spatk01	a,s_blood_sucking1\0	a,skeleton_knight\0	a,LineageMonster.skeleton_knight\0
20546	4002	spatk01	a,s_blood_sucking1\0	a,turek_orc_elder\0	a,LineageMonster.orc_shaman\0
20610	4002	spatk01	a,s_blood_sucking1\0	a,flame_viewer\0	a,LineageMonster.monster_eye\0
20611	4002	spatk01	a,s_blood_sucking1\0	a,dre_vanul_konfil\0	a,LineageMonster.dre_vanul\0
20627	4002	atk01	a,s_blood_sucking1\0	a,malruk_lord\0	a,LineageMonster.death_blader\0
20628	4002	atk01	a,s_blood_sucking1\0	a,limal_karinness\0	a,LineageMonster.bloody_queen\0
20747	4002	atk01	a,s_blood_sucking1\0	a,roxide\0	a,LineageMonster.succubus\0
20761	4002	atk01	a,s_blood_sucking1\0	a,pytan\0	a,LineageMonster.bloody_queen\0
20810	4002	atk01	a,s_blood_sucking1\0	a,seer_of_hallate\0	a,LineageMonster.field_stalker\0
20842	4002	atk01	a,s_blood_sucking1\0	a,musveren\0	a,LineageMonster.field_stalker\0
21000	4002	atk01	a,s_blood_sucking1\0	a,soul_of_ruin\0	a,LineageMonster.human_ghost\0
21003	4002	spatk01	a,s_blood_sucking1\0	a,float_of_grave\0	a,LineageMonster.liviona\0
21006	4002	atk01	a,s_blood_sucking1\0	a,doom_servant\0	a,LineageMonster.hungry_spirit\0
21080	4002	atk01	a,s_blood_sucking1\0	a,valac_guard\0	a,LineageMonster.shadow\0
21143	4002	atk01	a,s_blood_sucking1\0	a,pit_tomb_corpse_eater\0	a,LineageMonster.vampire_bat\0
21155	4002	atk01	a,s_blood_sucking1\0	a,pugatory_congerer\0	a,LineageMonster.vampire_bat\0
21176	4002	atk01	a,s_blood_sucking1\0	a,lilim_sorceror\0	a,LineageMonster2.lilim_wizard_10_sm\0
21179	4002	atk01	a,s_blood_sucking1\0	a,lilim_priest\0	a,LineageMonster2.lilim_wizard_10_sm\0
21182	4002	atk01	a,s_blood_sucking1\0	a,lilim_adviser\0	a,LineageMonster2.lilim_wizard_10_bi\0
21185	4002	atk01	a,s_blood_sucking1\0	a,lilim_archmage\0	a,LineageMonster2.lilim_wizard_10_bi\0
21211	4002	atk01	a,s_blood_sucking1\0	a,vault_seer\0	a,LineageMonster.succubus\0
21215	4002	atk01	a,s_blood_sucking1\0	a,vault_monk\0	a,LineageMonster.succubus_bi\0
21219	4002	atk01	a,s_blood_sucking1\0	a,vault_priest\0	a,LineageMonster.bloody_queen_10_sm\0
21223	4002	atk01	a,s_blood_sucking1\0	a,sepulcher_inquisitor\0	a,LineageMonster.bloody_queen_10_bi\0
21227	4002	atk01	a,s_blood_sucking1\0	a,sepulcher_sage\0	a,LineageMonster.doll_master\0
21231	4002	atk01	a,s_blood_sucking1\0	a,sepulcher_oracle\0	a,LineageMonster.doll_master_20_bi\0
21235	4002	atk01	a,s_blood_sucking1\0	a,grave_seer\0	a,LineageMonster.succubus\0
21239	4002	atk01	a,s_blood_sucking1\0	a,grave_monk\0	a,LineageMonster.succubus_bi\0
21243	4002	atk01	a,s_blood_sucking1\0	a,grave_priest\0	a,LineageMonster.bloody_queen_10_sm\0
21247	4002	atk01	a,s_blood_sucking1\0	a,tomb_inquisitor\0	a,LineageMonster.bloody_queen_10_bi\0
21251	4002	atk01	a,s_blood_sucking1\0	a,tomb_sage\0	a,LineageMonster.doll_master\0
21255	4002	atk01	a,s_blood_sucking1\0	a,tomb_oracle\0	a,LineageMonster.doll_master_20_bi\0
21314	4002	atk01	a,s_blood_sucking1\0	a,thermal_bandersnatchling\0	a,LineageMonster2.bandersnatch\0
21317	4002	atk01	a,s_blood_sucking1\0	a,thermal_atroxspawn\0	a,LineageMonster2.kailiharim\0
21321	4002	atk01	a,s_blood_sucking1\0	a,thermal_atrox\0	a,LineageMonster2.kailiharim\0
21322	4002	atk01	a,s_blood_sucking1\0	a,thermal_bandersnatch\0	a,LineageMonster2.bandersnatch\0
21396	4002	atk01	a,s_blood_sucking1\0	a,carrion_scarab\0	a,LineageMonster2.scarab\0
21417	4002	atk01	a,s_blood_sucking1\0	a,imperial_warlord_a\0	a,LineageMonster2.imperial_warlord_zombie\0
21620	4002	atk01	a,s_blood_sucking1\0	a,musveren_1\0	a,LineageMonster.field_stalker\0
21621	4002	atk01	a,s_blood_sucking1\0	a,musveren_2\0	a,LineageMonster.field_stalker\0
21622	4002	atk01	a,s_blood_sucking1\0	a,greater_musveren\0	a,LineageMonster.field_stalker_20_bi\0
21647	4002	atk01	a,s_blood_sucking1\0	a,scavenger_scarab\0	a,LineageMonster2.scarab\0
27126	4002	atk01	a,s_blood_sucking1\0	a,leto_lizardman_wizard\0	a,LineageMonster.zenta_lizardman_shaman\0
29001	4017	spatk02	a,s_queen_ant_brandish\0	a,queen_ant\0	a,queen_ant\0
29001	4018	spatk01	a,s_queen_ant_strike\0	a,queen_ant\0	a,queen_ant\0
29001	4019	atk01	a,s_queen_ant_sprinkle\0	a,queen_ant\0	a,queen_ant\0
29003	4020	atk01	a,s_heal_queen_ant1\0	a,nurse_ant\0	a,ant\0
29003	4024	atk01	a,s_heal_queen_ant2\0	a,nurse_ant\0	a,ant\0
14111	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_a\0	a,cat_the_cat\0
14112	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_b\0	a,cat_the_cat\0
14113	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_c\0	a,cat_the_cat\0
14114	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_d\0	a,cat_the_cat\0
14115	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_e\0	a,cat_the_cat\0
14116	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_f\0	a,cat_the_cat\0
14117	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_g\0	a,cat_the_cat\0
14118	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_h\0	a,cat_the_cat\0
14119	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_i\0	a,cat_the_cat\0
14120	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_j\0	a,cat_the_cat\0
14121	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_k\0	a,cat_the_cat\0
14122	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_l\0	a,cat_the_cat\0
14123	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_m\0	a,cat_the_cat\0
14124	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_n\0	a,cat_the_cat\0
14125	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_o\0	a,cat_the_cat\0
14126	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_p\0	a,cat_the_cat\0
14127	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_q\0	a,cat_the_cat\0
14128	4025	spatk01	a,s_cat_recharge1\0	a,cat_the_cat_r\0	a,cat_the_cat\0
14129	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_01\0	a,unicorn_boxer\0
14130	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_02\0	a,unicorn_boxer\0
14131	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_03\0	a,unicorn_boxer\0
14132	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_04\0	a,unicorn_boxer\0
14133	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_05\0	a,unicorn_boxer\0
14134	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_06\0	a,unicorn_boxer\0
14135	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_07\0	a,unicorn_boxer\0
14136	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_08\0	a,unicorn_boxer\0
14137	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_09\0	a,unicorn_boxer\0
14138	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_10\0	a,unicorn_boxer\0
14139	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_11\0	a,unicorn_boxer\0
14140	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_12\0	a,unicorn_boxer\0
14141	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_13\0	a,unicorn_boxer\0
14142	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_14\0	a,unicorn_boxer\0
14143	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_15\0	a,unicorn_boxer\0
14144	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_16\0	a,unicorn_boxer\0
14145	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_17\0	a,unicorn_boxer\0
14146	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_18\0	a,unicorn_boxer\0
14147	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_19\0	a,unicorn_boxer\0
14148	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_20\0	a,unicorn_boxer\0
14149	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_21\0	a,unicorn_boxer\0
14150	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_22\0	a,unicorn_boxer\0
14151	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_23\0	a,unicorn_boxer\0
14152	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_24\0	a,unicorn_boxer\0
14153	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_25\0	a,unicorn_boxer\0
14154	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_26\0	a,unicorn_boxer\0
14155	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_27\0	a,unicorn_boxer\0
14156	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_28\0	a,unicorn_boxer\0
14157	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_29\0	a,unicorn_boxer\0
14158	4025	atk01	a,s_cat_recharge1\0	a,cat_the_cat_ep_30\0	a,unicorn_boxer\0
14295	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_a\0	a,unicorn_boxer\0
14296	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_b\0	a,unicorn_boxer\0
14297	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_c\0	a,unicorn_boxer\0
14298	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_d\0	a,unicorn_boxer\0
14299	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_e\0	a,unicorn_boxer\0
14300	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_f\0	a,unicorn_boxer\0
14301	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_g\0	a,unicorn_boxer\0
14302	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_h\0	a,unicorn_boxer\0
14303	4025	atk01	a,s_cat_recharge1\0	a,unicorn_boxer_i\0	a,unicorn_boxer\0
