tag	id	drop_type	drop_anim_type	drop_radius	drop_height	UNK_0	drop_mesh1	drop_mesh2	drop_mesh3	drop_tex1	drop_tex2	drop_tex3	icon[0]	icon[1]	icon[2]	icon[3]	icon[4]	durability	weight	material	crystallizable	type1	mesh_tex_pair_cntm	mesh_tex_pair_m[0]	mesh_tex_pair_cntt	mesh_tex_pair_t[0]	item_sound	equip_sound	stackable	family	grade
2	693	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_letter_white_i00					100	0	18	0	0	1		1		ItemSound.itemdrop_sack		0	0	0
2	694	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal37					100	0	18	0	0	1		1		ItemSound.itemdrop_sack		0	0	0
2	695	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse48					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	696	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal30					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	697	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal24					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	698	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal37					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		0	0	0
2	699	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse05					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	700	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal05					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	701	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse28					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	702	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_leather_brown_i00					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	703	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_gray_i00					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	704	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_lesser_potion_purple_i00					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	705	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal48					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	706	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal141					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	707	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_pouch_yellow_i00					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	708	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_system03					100	0	8	0	0	1		1		ItemSound.itemdrop_sack		2	0	0
2	709	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_leather_shirt_i00					100	400	19	0	0	1	Fighter.MFighter_m001_u	1	MFighter.MFighter_m001_t01_u	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_leather	0	0	0
2	710	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_leather_shirt_i00					100	400	19	0	0	1	Fighter.MFighter_m001_u	1	MFighter.MFighter_m001_t04_u	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_leather	0	0	0
2	711	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_mithril_banded_mail_i00					100	800	14	0	0	1	Fighter.MFighter_m002_u	1	MFighter.MFighter_m002_t10_u	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_bone	0	0	0
2	712	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_dwarven_scale_mail_i00					100	1200	8	0	0	1	Fighter.MFighter_m003_u	1	MFighter.MFighter_m003_t40_u	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_lightmetal	0	0	0
2	713	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_squires_pants_i00					100	250	19	0	0	1	Fighter.MFighter_m001_l	1	MFighter.MFighter_m001_t01_l	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_leather	0	0	0
2	714	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_leather_pants_i00					100	300	19	0	0	1	Fighter.MFighter_m001_l	1	MFighter.MFighter_m001_t04_l	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_leather	0	0	0
2	715	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_mithril_banded_gaiters_i00					100	500	14	0	0	1	Fighter.MFighter_m001_l	1	MFighter.MFighter_m001_t10_l	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_bone	0	0	0
2	716	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_dwarven_scale_mail_i00					100	800	8	0	0	1	Fighter.MFighter_m003_l	1	MFighter.MFighter_m003_t40_l	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_lightmetal	0	0	0
2	717	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_gauntlet_i00					100	100	19	0	0	1	Fighter.MFighter_m001_g	1	MFighter.MFighter_m001_t01_g	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_glove	0	0	0
2	718	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_gauntlet_i00					100	150	19	0	0	1	Fighter.MFighter_m001_g	1	MFighter.MFighter_m001_t04_g	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_glove	0	0	0
2	719	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_gauntlet_i00					100	150	19	0	0	1	Fighter.MFighter_m002_g	1	MFighter.MFighter_m002_t10_g	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_glove	0	0	0
2	720	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_gauntlet_i00					100	200	8	0	0	1	Fighter.MFighter_m003_g	1	MFighter.MFighter_m003_t40_g	ItemSound.itemdrop_armor_glove	ItemSound.itemequip_armor_glove	0	0	0
2	721	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_iron_boots_i00					100	150	19	0	0	1	Fighter.MFighter_m001_b	1	MFighter.MFighter_m001_t01_b	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_boots	0	0	0
2	722	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_iron_boots_i00					100	150	19	0	0	1	Fighter.MFighter_m001_b	1	MFighter.MFighter_m001_t04_b	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_boots	0	0	0
2	723	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_feet99					100	200	19	0	0	1	Fighter.MFighter_m001_b	1	MFighter.MFighter_m001_t10_b	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_boots	0	0	0
2	724	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_iron_boots_i00					100	250	8	0	0	1	Fighter.MFighter_m003_b	1	MFighter.MFighter_m003_t40_b	ItemSound.itemdrop_armor_boots	ItemSound.itemequip_armor_boots	0	0	0
2	725	0	3	2	5	0	dropitems.drop_test_tube_m00			dropitemstex.drop_test_tube_black_t00			icon.etc_potion_red_i00					0	180	53	0	0	1		1		ItemSound.itemdrop_potion		2	3	0
2	726	0	3	2	5	0	dropitems.drop_test_tube_m00			dropitemstex.drop_test_tube_black_t00			icon.etc_potion_blue_i00					0	180	53	0	0	1		1		ItemSound.itemdrop_potion		2	3	0
2	727	0	3	2	5	0	dropitems.drop_test_tube_m00			dropitemstex.drop_test_tube_black_t00			icon.item_system03					0	180	53	0	0	1		1		ItemSound.itemdrop_potion		2	3	0
2	728	0	3	2	5	0	dropitems.drop_test_tube_m00			dropitemstex.drop_test_tube_black_t00			icon.etc_reagent_blue_i00					0	180	53	0	0	1		1		ItemSound.itemdrop_potion		2	3	0
2	729	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_scroll_of_enchant_weapon_i04					0	120	18	0	0	1		1		ItemSound.itemdrop_scroll		0	0	0
2	730	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_scroll_of_enchant_armor_i04					0	120	18	0	0	1		1		ItemSound.itemdrop_scroll		0	0	0
2	731	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_scroll_of_enchant_weapon_i01					0	120	18	0	0	1		1		ItemSound.itemdrop_scroll		0	1	0
2	732	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_scroll_of_enchant_armor_i01					0	120	18	0	0	1		1		ItemSound.itemdrop_scroll		0	1	0
2	733	0	3	2	5	0	dropitems.drop_test_tube_m00			dropitemstex.drop_test_tube_black_t00			icon.etc_lesser_potion_yellow_i00					0	180	53	0	0	1		1		ItemSound.itemdrop_potion		2	3	0
2	734	0	3	1	6	0	dropitems.drop_lesser_potion_m00			dropitemstex.drop_lesser_potion_green_t00			icon.etc_potion_green_i00					0	20	53	0	0	1		1		ItemSound.itemdrop_potion		2	3	0
2	735	0	3	2	6	0	dropitems.drop_potion_m00			dropitemstex.drop_potion_green_t00			icon.etc_reagent_green_i00					0	20	53	0	0	1		1		ItemSound.itemdrop_potion		2	3	0
2	736	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_scroll_of_return_i00					0	120	18	0	0	1		1		ItemSound.itemdrop_scroll		2	1	0
2	737	0	3	6	3	0	dropitems.drop_scroll_m00			dropitemstex.drop_scroll_t00			icon.etc_scroll_of_resurrection_i00					0	120	18	0	0	1		1		ItemSound.itemdrop_scroll		2	1	0
2	739	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_small_sword_i00					100	0	8	0	0	1		1				2	0	0
2	740	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_great_sword_i00					100	0	8	0	0	1		1				2	0	0
2	741	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_sword_body_i00					100	0	8	0	0	1		1				2	0	0
2	742	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_of_paper_white_i00					100	0	8	0	0	1		1				2	0	0
2	745	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal40					100	0	8	0	0	1		1				2	0	0
2	746	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_of_paper_white_i00					100	0	8	0	0	1		1				2	0	0
2	750	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal45					100	0	8	0	0	1		1				2	0	0
2	751	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse07					100	0	8	0	0	1		1				2	0	0
2	752	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_feather_gold_i00					100	0	8	0	0	1		1				2	0	0
2	753	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal12					100	0	8	0	0	1		1				2	0	0
2	755	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	756	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal17					100	0	8	0	0	1		1				2	0	0
2	757	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse28					100	0	8	0	0	1		1				2	0	0
2	758	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal50					100	0	8	0	0	1		1				2	0	0
2	759	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_1hs21					100	0	8	0	0	1		1				2	0	0
2	760	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_1hs20					100	0	8	0	0	1		1				2	0	0
2	761	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_2hs02					100	0	8	0	0	1		1				2	0	0
2	762	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal05					100	0	8	0	0	1		1				2	0	0
2	763	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	764	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	765	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse15					100	0	8	0	0	1		1				2	0	0
2	766	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_finger02					100	0	8	0	0	1		1				2	0	0
2	767	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse15					100	0	8	0	0	1		1				2	0	0
2	768	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal26					100	0	8	0	0	1		1				2	0	0
2	769	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_head15					100	0	8	0	0	1		1				2	0	0
2	770	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					100	0	8	0	0	1		1				2	0	0
2	771	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal05					100	0	8	0	0	1		1				2	0	0
2	772	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal05					100	0	8	0	0	1		1				2	0	0
2	773	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal05					100	0	8	0	0	1		1				2	0	0
2	774	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_1hs04					100	0	8	0	0	1		1				2	0	0
2	775	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_1hs05					100	0	8	0	0	1		1				2	0	0
2	776	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_1hs23					100	0	8	0	0	1		1				2	0	0
2	777	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_1hs11					100	0	8	0	0	1		1				2	0	0
2	778	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	779	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_finger01					100	0	8	0	0	1		1				2	0	0
2	780	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	781	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_neck02					100	0	8	0	0	1		1				2	0	0
2	782	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	783	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal50					100	0	8	0	0	1		1				2	0	0
2	784	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss02					100	0	8	0	0	1		1				2	0	0
2	785	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss03					100	0	8	0	0	1		1				2	0	0
2	786	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss04					100	0	8	0	0	1		1				2	0	0
2	787	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal26					100	0	8	0	0	1		1				2	0	0
2	788	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_neck01					100	0	8	0	0	1		1				2	0	0
2	789	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse34					100	0	8	0	0	1		1				2	0	0
2	790	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss09					100	0	8	0	0	1		1				2	0	0
2	791	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_head15					100	0	8	0	0	1		1				2	0	0
2	792	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal05					100	0	8	0	0	1		1				2	0	0
2	793	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal05					100	0	8	0	0	1		1				2	0	0
2	794	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal40					100	0	8	0	0	1		1				2	0	0
2	795	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_mace13					100	0	8	0	0	1		1				2	0	0
2	796	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_scroll_white_i00					100	0	8	0	0	1		1				2	0	0
2	797	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal06					100	0	8	0	0	1		1				2	0	0
2	798	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	799	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	800	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal07					100	0	8	0	0	1		1				2	0	0
2	801	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal06					100	0	8	0	0	1		1				2	0	0
2	802	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss09					100	0	8	0	0	1		1				2	0	0
2	803	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss03					100	0	8	0	0	1		1				2	0	0
2	804	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_mace24					100	0	8	0	0	1		1				2	0	0
2	805	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal50					100	0	8	0	0	1		1				2	0	0
2	806	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal36					100	0	8	0	0	1		1				2	0	0
2	807	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal24					100	0	8	0	0	1		1				2	0	0
2	808	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	809	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.etc_piece_bone_white_i00					100	0	8	0	0	1		1				2	0	0
2	810	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal06					100	0	8	0	0	1		1				2	0	0
2	811	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal37					100	0	8	0	0	1		1				2	0	0
2	812	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal47					100	0	8	0	0	1		1				2	0	0
2	813	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal42					100	0	8	0	0	1		1				2	0	0
2	814	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal50					100	0	8	0	0	1		1				2	0	0
2	815	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal01					100	0	8	0	0	1		1				2	0	0
2	816	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_1hs20					100	0	8	0	0	1		1				2	0	0
2	817	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse22					100	0	8	0	0	1		1				2	0	0
2	818	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal11					100	0	8	0	0	1		1				2	0	0
2	819	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal05					100	0	8	0	0	1		1				2	0	0
2	820	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse28					100	0	8	0	0	1		1				2	0	0
2	821	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss04					100	0	8	0	0	1		1				2	0	0
2	822	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss10					100	0	8	0	0	1		1				2	0	0
2	823	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss01					100	0	8	0	0	1		1				2	0	0
2	824	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal50					100	0	8	0	0	1		1				2	0	0
2	825	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	826	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse40					100	0	8	0	0	1		1				2	0	0
2	827	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal40					100	0	8	0	0	1		1				2	0	0
2	828	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse15					100	0	8	0	0	1		1				2	0	0
2	829	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_ss09					100	0	8	0	0	1		1				2	0	0
2	830	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_neck03					100	0	8	0	0	1		1				2	0	0
2	831	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse09					100	0	8	0	700	1		1				2	0	0
2	832	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal16					100	0	8	0	4294967295	1		1				2	0	0
2	833	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal44					100	0	8	0	111750952	1		1				2	0	0
2	834	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal19					100	0	8	0	793	1		1				2	0	0
2	835	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal47					100	0	8	0	11	1		1				2	0	0
2	836	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal07					100	0	8	0	0	1		1				2	0	0
2	837	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse43					100	0	8	0	0	1		1				2	0	0
2	838	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	839	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	840	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_head15					100	0	8	0	0	1		1				2	0	0
2	841	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal20					100	0	8	0	0	1		1				2	0	0
2	842	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_canuse27					100	0	8	0	0	1		1				2	0	0
2	843	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal06					100	0	8	0	0	1		1				2	0	0
2	844	0	0	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal07					100	0	8	0	0	1		1				2	0	0
