id	npc_id	npc_level	affiliated_area_id	loc_x	loc_y	loc_z	raid_desc
25	25041	35	1	10416.00000000	126880.00000000	-3676.00000000	a,The Lord of Marsh Stakatos is under the mental domination of the Devil Rahha. He strengthens the Stakato Army for Rahha. He is the bitter rival of Queen Jeruna of Marsh Stakatos, who lives in the Cruma Marshlands.\0
26	25044	47	97	107792.00000000	27728.00000000	-3488.00000000	a,The Knight of Elmoreden, the Commander of the soldiers studying the Tower of Insolence, under order  of General Karte. As the right arm of General Karte, he is a brave knight willing to go to Hell if ordered, for like the general, he has an immortal body. He received his secret powers from the Devil Rahha, who also warned him to watch Tirak closely.\0
27	25047	49	97	116352.00000000	27648.00000000	-3319.00000000	a,A General of Elmoreden who obtained an immortal body through a pact with the Devil Kernon. Stubborn to a fault, he opposed the construction of the Tower of Insolence. His stance spared him of Einhasad's rage. However, he has lost his king and country. He despises those who betrayed his king and built their own kingdom. As a loyal servant of the empire, he yearns for the day when he may once again find and serve his true king.\0
28	25050	51	97	125520.00000000	27216.00000000	-3632.00000000	a,The Devil Kernon's confidant, he is a feisty and vicious devil. He overpowers his enemies with his immense strength and gigantic body. Currently, he is studying the inside of the Tower of Insolence at Kernon's command. A simple devil warrior, he believes that if he serves his superiors loyally, he will benefit from their promotions.\0
29	25051	65	97	117760.00000000	-9072.00000000	-3264.00000000	a,An assistant to the Death Lord Hallate, she is smart  and beautiful. Currently, she works as Devil Kernon's servant, in charge of Tower of Insolence. Yet in truth she is Hallate's confidant and lover. She senses the Devil Kernon's schemes of betrayal, and thus quietly watches him.\0
30	25054	75	97	113432.00000000	16403.00000000	3960.00000000	a,A servant of the Death Lord Hallate, he collects the secrets hidden in the Tower of Insolence. He aspires to take over Death Lord Hallate's position, for Hallate is exhausted from his conflicts with Baium. He has offered his services to General Karte of Elmoreden.\0
31	25057	45	121	107056.00000000	168176.00000000	-3456.00000000	a,The pet of the brilliant mystic, Sartune of Elmoreden, who was imprisoned due to the jealousy and envy of his rivals. It lives up to Sartune's reputation, and is tremendously smart and playful to the point of cruelty. It causes havoc throughout the back roads through its many minions.\0
32	25060	24	30	-60428.00000000	188264.00000000	-4512.00000000	a,A tragic lady transformed into a succubus through a Mystic's curse. She loved a prince of the Waltner family of Gludio, but was tricked into murdering him. Now, she feeds on the energy of travellers in Gludio, delaying her death day by day.\0
33	25063	35	30	-91024.00000000	116304.00000000	-3466.00000000	a,A Turek Orc leader praised for his powerful soul, bravery, and wisdom. He has retired from the field, and lives in a secluded corner of the Orc Barracks giving counsel to those who seek his advice. Normally reserved, when roused he does not shy away from battle.\0
34	25064	40	67	92528.00000000	84752.00000000	-3703.00000000	a,The Lizardman mystic who rules over the Delu Lizardmen with his mighty insight and wisdom. He is said to have studied directly under Hardin. In his youth,  he counselled peace with the humans, but they were blindly hostile despite his peaceful  efforts. He has grown angry over the years at the human stupidity, and has declared war on any and all intruders to his tribe's territory.\0
35	25067	52	67	94992.00000000	-23168.00000000	-2176.00000000	a,The leader of the Red Flag of the Oel Mahum, who waits for his opportunity to take over the Bandit Stronghold. He is tremendously proud of being an Oel Mahum. Although smart, hearty and brave, he is still young and is still growing into his power. He boasts that one day he will build a kingdom of Oel Mahums.\0
36	25070	55	97	125600.00000000	50100.00000000	-3600.00000000	a,A Guardian Treant who protects the outskirts of the forest at the command of Fairy Queen Timiniel. He has no patience for intruders, and will never forgive anyone who violates the laws of the forest. With the power given to him by Queen Timiniel, he can summon sylphs and unicorns, to aid in his protection of the Enchanted Forest.\0
37	25073	69	16	143265.00000000	110044.00000000	-3944.00000000	a,A creature of the Land Dragon Antharas, entrusted to protect the Dragon Dungeon, and slay any trespassers who might wake the Land Dragon from his deep slumber. His body is stained with the blood of the many intruders he has killed, and so he is called Bloody Priest Rudelto.\0
38	25076	25	30	-60976.00000000	127552.00000000	-2960.00000000	a,An unfortunate princess who was turned into a giant toad by the curse of the evil mage Vijay. Princess Molrang was the daughter of the Unification King, Raoul. Her beauty was famed throughout the kingdom. The stories say that the Dark Mage Vijay cursed her because she refused his love.\0
39	25079	30	1	53712.00000000	102656.00000000	-1072.00000000	a,The leader of the most famous bandits in Gludio. He once declared he would steal the most beautiful, immortal, and valuable object in the world, and some say he has been trying to steal the heart of beautiful Poesia ever since.\0
40	25082	39	16	88512.00000000	140576.00000000	-3483.00000000	a,The leader of a gang of cats, all pets long abandoned by their masters. They are known for snatching fresh fish from the very nets of the Fishermen, and the Fish Traders' Association has offered a great bounty for them. Many hunters have tried to catch the cats, but ultimately gave up their chase because the cats were too cute.\0
41	25085	44	67	66944.00000000	67504.00000000	-3704.00000000	a,Taik Orc Chief Ranger who came down from the mountain to search for Bec, deserter, who killed his fellow soldier. Although he is treated as a ruffian or garbage chasing after a deserter among his tribe, he takes pride in his work and considers himself as someone who does necessary work for his tribe.\0
42	25088	43	67	90848.00000000	16368.00000000	-5296.00000000	a,The mechanical golem that the Black Anvil Guild is desperately looking for. It is the most advanced golem design. It animated and ran amok because the artisan accidentally installed a defective component. It partially destroyed the workshop, crushed many Dwarven Artisans who tried to restrain it, and escaped the town. It wanders the woods aimlessly, and attacks any who come nearby.\0
43	25089	59	97	165424.00000000	93776.00000000	-2992.00000000	a,A wild boar that had its soul stolen by an evil mystic's experiment, transforming the beast into a killing machine. It eventually killed the mystic, but this could not give it peace. It searches for a powerful entity that can finally give its soul rest.\0
44	25092	70	97	116151.00000000	16227.00000000	1944.00000000	a,The banished leader of Heltor Silenos. A fanatic follower of Baium, he believes that Baium must be resurrected and will then wipe out all other tribes throughout the continent. Alone in his belief, he and his minions search  the Tower of Insolence for a way to resurrect Baium.\0
45	25095	29	30	-37856.00000000	198128.00000000	-2672.00000000	a,The ghost of an Elf who loved all the forest, and vowed to protect nature and her animals from senseless war.  The Elf was eventually slain while performing his duty, and returned as a ghost. He is aided and protected by a herd of wild boar that are loyal to him. He is wary of  strangers who might bring war to the forest.\0
46	25098	35	16	123536.00000000	133504.00000000	-3584.00000000	a,A servant of Summoner Sejarr, dispatched from the Ivory Tower to block the Devil Beleth. Sejarr used dark magic to imprison Beleth, but was killed by the devil's reflexive powers. Phantom alone survived of Sejarr's servitors, but was corrupted by the dark magic of Beleth and the Ivory Tower and reconciled with the Wasteland. Although he thinks his owner's death was unjust, he distruts other mystics.\0
47	25099	44	67	64048.00000000	16048.00000000	-3536.00000000	a,A monster plant that has grown by absorbing the poison in the Sea of Spores. It is a follower of Orfen, the Ruler of the Sea of Spores. It was given a task by Orfen to kill trespassing humans. Ivory Tower mystics are sent to tend to the magic force field that prevents spores from spreading, but many have been slain by the Rotting Tree.\0
48	25102	45	97	113840.00000000	84256.00000000	-2480.00000000	a,A Silenos who was a victim of an experiment gone awry, conducted by the Ivory Tower's mystics. Shacram gained supernatural power, but his appearance was so disfigured that he could not return to his tribe. He moved to Oren where he hides in a deserted valley in the south, where rugged mountain paths discourage most  from ever setting foot in the region. He harbors a deep hatred towards the mystics of the Ivory Tower who made him like this.\0
49	25103	55	97	135872.00000000	94592.00000000	-3735.00000000	a,A powerful sorcerer who is greatly respected by the Lizardmen. Currently, he is hiding in a distant corner of the plains. He resents how humans continue to encroach upon the Lizardmen's territory, where Lizardmen have lived in peace since ancient times.\0
50	25106	60	97	173880.00000000	-11412.00000000	-2880.00000000	a,A shaman of the village, he witnessed Elmore invaders poisoning the well and looked the other way in fear of his life. But when he saw the villagers die one by one, he realized what he had done and lost his mind. He still wanders near the cursed well, and recklessly attacks anyone who comes close, thinking that they are Elmore soldiers.\0
51	25109	74	16	152660.00000000	110387.00000000	-5520.00000000	a,An evil witch of a heretical religion who serves Antharas and sacrifices humans in her rituals. By using Dark Arts on herself, she was able to transform her body into that of a powerful evil spirit. She and her minions will attack any invaders who disrupt Antharas's sleep. Through a lifetime of slaughter, she has transformed into a powerful creature of evil. Now, she enjoys eating human hearts still pumping with warm blood.\0
52	25112	30	16	116128.00000000	139392.00000000	-3640.00000000	a,An evil heathen serving Beleth who came from Devil's Isle. She is trying to spread fear in Gludio, and turn the people towards violence and betrayal. Fear and horror are the source of this devil's power. The recent serial murders, and the rash of theft and arson plaguing Gludio are the work of Meana.\0
53	25115	40	121	94000.00000000	197500.00000000	-3300.00000000	a,A life form created by Icarus, who is one of Hardin's disciples. Currently, Icarus has released it to test its behaviors and reactions, and it appears curious and playful, although others find it a nuisance.\0
54	25118	35	1	50896.00000000	146576.00000000	-3645.00000000	a,The Executioner who held the Execution Grounds during the Peasant Riot, and executed countless innocent farmers at the command of Duke Ashton. Eventually, he was murdered for his actions. Due to the crimes he committed when alive, he was cursed never to rest in peace, and endlessly wanders in the Execution Grounds.\0
55	25119	50	97	121872.00000000	64032.00000000	-3536.00000000	a,A messenger dispatched to Aden by Fairy Queen Timiniel in order to demand a response to those who have invaded the Enchanted Forest. One of the fearless warriors who guards the Fairy Queen.\0
56	25122	56	67	86300.00000000	-8200.00000000	-3000.00000000	a,Gracia's Great Noble who was not able to return to his country after losing in the Aden-Gracia War. During the war, he became lost inside of  Cruma Tower with his troops. While inside the tower he had the opportunity to recruit a few Titans to his cause. When he finally escaped from the tower, the war was already over. The only thing he was left with was a few loyal servants and an enormous bounty on his head. Presently, he is desperately trying to flee to Elmore Kingdom to preserve his life.\0
57	25125	65	97	170656.00000000	85184.00000000	-2000.00000000	a,A gigantic tiger of legend that rules the Anghel Waterfall. Originally, it was a sacred and divine creature who guided angels in the heavens, but it mauled its master and ran away to the earth. It despairs of its now miserable life, and has grown violent. It devours any traveller or reckless adventurers who passes by.\0
58	25126	79	97	116263.00000000	15916.00000000	6992.00000000	a,As one of Elmoreden's Four Great Kings, the powerful and gigantic Minotaur used to be a servant of Baium.  But to fulfill an old promise, he serves Death Lord Hallate. He waits, locked inside the top floor of the Tower of Insolence, for the resurrection of Baium. Equally matched in warfare with the angel's leader Shuriel, the Fire of Wrath, he holds the line against the advancement of angels and the Platinum tribe.\0
59	25127	24	30	-47552.00000000	219232.00000000	-2413.00000000	a,The chieftess of the Langk Lizardmen, she serves the evil spirit Bifrons in exchange for great power. At the command of Bifrons, she captured and slaughtered priests and the Disciples of God traveling on the south road. Recently, she has begun devoting herself to expanding the tribe's power in the north by taking advantage of the chaos in Gludio.\0
60	25128	33	1	17696.00000000	179056.00000000	-3520.00000000	a,The Great Seer who leads the Vuku Orcs. He has more power than Chief Driko, and is held in high esteem as a divine being. He laments that his tribe is forced to wander through the hostile human realm. He hopes to take the tribe back to the northern homeland of the Orcs.\0
61	25131	50	67	75488.00000000	-9360.00000000	-2720.00000000	a,The Captain of the Convict Mercenaries from Gracia, he  is called the Lord of Slaughter. He is a powerful rival of the Bloody Lord Nurka. Given his superb diplomatic skills, he has established ties of friendship with many great nobles and high ranking officials. These nobles make frequent use of his troops, the Convicts, and in turn he uses the nobles to set up his plan to return to his homeland, Gracia.\0
62	25134	40	67	87536.00000000	75872.00000000	-3591.00000000	a,The Old Chief who has led Leto Lizardmen for the last several decades. In spite of his old age, he has survived thanks to his strength and quick wits. He knows that his tribe cannot take their homeland back in a direct fight against the Kingdom of Aden, so he watches for an opportunity to strike. He hopes to use the coming confusion to secure the territory of the Leto Lizardmen.\0
63	25137	55	16	125280.00000000	102576.00000000	-3305.00000000	a,A woman who bargained with the Devil Beleth for power. Thanks to Beleth's teaching, she gained the power of a powerful mystic. Now, she searches for Beleth's historical site supposedly hidden somewhere underground in the south Gludio Wasteland, and prepares a secret ritual to resurrect him.\0
64	25140	65	97	191975.00000000	56959.00000000	-7616.00000000	a,A type of mental control device created by the ancient giants' civilization. This was a device the giants made to rule other intelligent beings, but was turned against them to control the giants as slaves after their civilization collapsed. Similar to Core in the Cruma Tower, it is a life form with aritifical intelligence that can control all the slaves nearby.\0
65	25143	78	97	113102.00000000	16002.00000000	6992.00000000	a,The leader of the vanguard of angels that punished Baium and broke down the Tower of Insolence. He actively works to hold back the devils that smashed through the upper floors of the Tower of Insolence. He guides Kel Mahums of the Platinum Tribe into war against the devils for control of the Tower of Insolence. He is called the Fire of Wrath for he wields the sword of judgment without hesitation, compassion or mercy.\0
66	25146	21	30	-13056.00000000	215680.00000000	-3760.00000000	a,An Evil Spirit worshipped like a god by the Langk Lizardmen who live in the south of Gludio. He looks like a snake and has ruled the spiritual world of the lizardmen for hundreds of years. However, he resents the cursed body the gods in the heaven created for him, and he tries to slaughter the messengers of the gods in retribution. He is very violent and burns to destroy the entire area of Gludio one day through the Langk Lizardmen.\0
67	25149	25	30	-12656.00000000	138176.00000000	-3584.00000000	a,A knight who used to govern a peaceful town before the Gracia War, today it is called the Ruins of Agony. Called Sir Grindel in his lifetime, he was captured and brutally tortured to death after losing a battle against the Gracian Army. Underlings of Beleth hiding in the town stole his body and resurrected him, making his soul corrupted. Having lost his knightly honor and sense of self-sacrifice, now he has turned into a devil and tries to spread his pain to all he encounters in his endless wanders through the Ruins of Agony.\0
68	25152	35	1	43872.00000000	123968.00000000	-2928.00000000	a,A low level devil mistakenly summoned by Shaman King Selu. Due to the forced summoning, he lost the way to return to his original place. Concealing his identity, he attacks travelers passing by and collects their souls in order to gain the power to return.\0
69	25155	40	67	73520.00000000	66912.00000000	-3728.00000000	a,Once the ruler of the Selu Orc tribe, he went mad after a dangerous experimental summoning spell he created failed disastrously. Calling himself the Shaman King, he left the tribe's village and, with a group of equally insane followers, preys on hapless travelers. He has some magical skills, but habitually overestimates his ability.\0
70	25158	48	67	77104.00000000	5408.00000000	-3088.00000000	a,A foolish man who could not suppress his powerful yearning to learn the forbidden knowledge that humans cannot attain, and tried to learn the dragons' magic by visiting Land Dragon Antharas alone. Antharas turned the man into a monster for disturbing his rest. Now a hideous creature, the man hates anything beautiful. He curses Antharas in private, but is truly terrified of the dragon.\0
71	25159	54	97	124984.00000000	43200.00000000	-3625.00000000	a,A unicorn aimlessly drifting after losing its home long ago.  It has wandered since the Era of Myths ended with Einhasad's rage against the Titans. The leader of the unicorns lost its herd while roaming the world. Although it is still desperately looking for its fellow unicorns, hundreds of years have passed since it parted ways from them. Wandering alone, it still has not adapted itself to the human world.\0
72	25162	60	97	194107.00000000	53884.00000000	-4368.00000000	a,A failed weapon created by mystics of the Ivory Tower, frightened of the Devil Beleth's eventual resurrection. Although modeled after a Titan, he did not follow his creator's commands, and eventually escaped the tower. He searched for a creature similar to himself for years, investigating relics of the ancient Giants, and concluded that he was the only true Titan that survived the disaster in the past. He dreams of revenge on the gods who made the Titans fall.\0
73	25163	70	97	130500.00000000	59098.00000000	3584.00000000	a,A drake that used to be a guardian of Aden in ancient times, but turned into a devil of revenge after losing his child to a greedy hunter. He has left Dragon Valley to roam the territories near Aden Castle, and killed countless villagers. He also killed the priests who came to calm his rage. All of his good deeds have been erased from the chronicles by Imperial command, and he is now called the Disaster of Aden.\0
74	25166	25	30	-21800.00000000	152000.00000000	-2900.00000000	a,A handiwork of darkness created by evil necromancers to contain their desire. It is known that he has a close relationship with the moon. Although many researchers  were dispatched from the Ivory Tower to learn his true purpose, all of them succumbed to Ikuntai's dark power and joined the side of evil. The Ivory Tower has since forbidden any further study of Ikuntai.\0
75	25169	30	30	-54464.00000000	170288.00000000	-3136.00000000	a,Bloody Lord Nurka's obedient servant and veteran warrior, known to have been missing in action. As an overly proud Oel Mahum, he ignores and torments the lower level Ol Mahums. Due to this shortcoming, he is not respected as much as Nurka despite his greater battle victories. According to rumor, he is secretly plotting another conspiracy with Nurka.\0
76	25170	38	1	26064.00000000	121808.00000000	-3738.00000000	a,The Convict Mercenary Captain searches for the secrets of the Cruma Tower. After listening to a bard singing a song called Seven Secrets of Cruma Tower, he has decided to officially become a knight of the king by attaining the ancient weapon, which is the third secret of the song. Since Gatekeepers of the Ivory Tower have rejected his teleport as the Convict Tribe is banned from the tower, he still has not entered the tower, but has been circling around it.\0
77	25173	45	16	75968.00000000	110784.00000000	-2512.00000000	a,The brave and great Tiger King. Despite his beastly looks, he rules the Silenos thanks to his divine nature and bravery. Originally, he was one of the Evil Spirits that Shilen created, but he has learned not to hate the gods and endeavored to live up to his position as Tiger King after accumulating wisdom over the years. Among the Silenos Tribe, he is accompanied by loyal shamans.\0
78	25176	55	16	92544.00000000	115232.00000000	-3200.00000000	a,A female succubus who is known to have received the special favor of Antharas and obtained the power of the Land Dragon. Although it is not clear how she earned Antharas's favor, she clearly possesses the fatal beauty that can lead adventurers coming to dragon valley to their death.\0
79	25179	60	97	181814.00000000	52379.00000000	-4344.00000000	a,Another subordinate of Glaki. Like Glaki, he also guards the statue of the giants but he does not consider this work a sacred duty. According to legend, the Statue of the Giants can resurrect an incomplete body of a giant to regain a complete body.  It is said that the reason  he is guarding the statue is to earn the trust of Glaki but to fulfil his secret ambition to obtain a perfect and powerful body.\0
80	25182	59	16	41966.00000000	215417.00000000	-3728.00000000	a,A devil and Beleth's servant living on Devil's Isle. After Beleth disappeared from the world, this devil stopped his own activities and has been taking a long vacation. When the pirates occupied Devil's Isle and became raucous, he woke up and regretted that he didn't wipe out the pirates from Devil's Isle before Zaken became immortal. He is waiting for his master, Beleth, to return.\0
81	25185	35	121	88123.00000000	166312.00000000	-3412.00000000	a,The Tasaba Lizardman Captain lives in the field of Innadril. At the command of the Water Dragon, Tasaba Lizardmen serving the Water Dragon Fafurion live in the field and keep the Land of Holy Water. He laments that the world is in the era of humans, and mises the past. Every time a full moon comes, he conducts a holy ritual dedicated to the Water Dragon.\0
82	25188	30	121	88256.00000000	176208.00000000	-3488.00000000	a,A beast living in the Innadril Territory as one of the Evil Spirits born from Shilen's pain. He hates Eva who became the Goddess of Water instead of Shilen, and calls her a fake. He still thinks that the true Goddess of water is Shilen.\0
83	25189	34	121	68832.00000000	203024.00000000	-3547.00000000	a,He sneaked into Innadril where Eva's religion was widely practiced, and caused confusion by threatening the Goddess of Water's followers. The servant of Elder Cronos lives in the Hunters' Village.  In order to obtain ingredients for the wonder drug of happiness that Cronos is making, he came to Innadril. After losing himself in daydreams of the world, Mumu forgot why he came here, and hasn't returned to Cronos because he is afraid of being scolded.\0
84	25192	43	121	125920.00000000	190208.00000000	-3291.00000000	a,A Crokian who has protected the land of Innadril since the ancient times. He lived here before humans and elves came to Innadril, and believes that Innadril has holy grounds unique to itself. He has watched the humans endlessly expand over the years, and firmly believes he must protect his ancestors' lands.\0
85	25198	70	121	102656.00000000	157424.00000000	-3735.00000000	a,A messenger of Fafurion. This drake, Loch Ness, whose ancestor is the Water Dragon Fafurion, delivers messages from Fafurion to Lizardmen and Crokians.  Since Fafurion is barely interested in these two insignificant tribes, Loch Ness handles them at its discretion. It despises creatures weaker than it is.\0
86	25199	72	121	108096.00000000	157408.00000000	-3688.00000000	a,The Great Seer of Virud Lizardmen. He is an ardent follower of Fafurion. Being a powerful shaman, he believes that the Water Dragon Fafurion will lead the Lizardmen to a great day of glory. He does not know that Fafurion barely notices his people.\0
87	25202	74	121	119760.00000000	157392.00000000	-3744.00000000	a,The Emperor of Crokians, who calls himself Padisha,  lives on Alligator Island. He has a cadre of elite bodyguards who obey his commands, however many Crokians following the Water Dragon instead of him. While this makes him angry, he does not dare challenge Fafurion.\0
88	25205	76	121	123808.00000000	153408.00000000	-3671.00000000	a,Einhasad's Messenger who came down to observe the behaviors of the Water Dragon Fafurion. He hates the dragon who killed so many of his allies during the Heaven War, but the gods prohibit him from fighting Fafurion.\0
89	25208	40	121	73776.00000000	201552.00000000	-3760.00000000	a,An Evil Spirit born from Goddess Shilen's despair, woe, and rage. Although he fought in the war with the gods on the side of Shilen during the Era of Myths, he was greatly injured in the battle, and has been hiding under the protection of the Water Dragon Fafuion. Lately, he has been rumored to propagate Shilen's return. He serves Fafurion, waiting for the day when Shilen and Evil Spirits dominate the world again.\0
90	25211	36	121	76352.00000000	193216.00000000	-3648.00000000	a,Crokian Chief who rules Alligator Island. As a native Crokian who has lived in Innadril before humans and elves came, he hates outsiders and tries to protect his territory and tribe from them. Although he is not happy about the Water Couatl Ateka living on the same island, he cannot do anything about it because he is afraid of Water Dragon Fafurion. He dreams about the day when Crokians can rule Innadril again.\0
91	25214	40	121	112112.00000000	209936.00000000	-3616.00000000	a,As Water Dragon Fafurion's lieutenant, this Evil Spirit defeated countless disciples of the gods. Known as Sika of Storm during the War of the Gods,  he is a veteran warrior and an engaging storyteller.Currently, he travels the world and tells stories at the command of Fafurion.\0
92	25217	50	16	89904.00000000	105712.00000000	-3292.00000000	a,She was a beautiful lady of a respectable family from her birth, but she angered Einhasad by her arrogance and was turned into a Medusa. She could not adjust to her new state and became a brutal monster that takes her anger out on people near her. She even turned her fiance who remained true to her into stone, and then smashed him to pieces.\0
93	25220	73	97	113551.00000000	17083.00000000	-2120.00000000	a,The leader of the devils trying to occupy the Tower of Insolence. He strives to obtain the secret knowledge hidden in the Tower of Insolence and use it as a bridgehead to expand the power of devils. But he expended too much power trying to break a seal of the Tower, and is now weak. He is enemies with the angels and the Platinum tribe protecting the Tower of Insolence at the command of Einhasad. He has three loyal subordinates: Kernon, Rahha, and Verfa.\0
94	25223	35	1	43152.00000000	152352.00000000	-2848.00000000	a,A mercenary hired by a lord during the Dion Peasants' Riot. He was once told that he could achieve eternal life if he collected souls and decidated them to Shilen, so he slaughtered countless innocent peasants. Disgusted with his brutality, Duke Ashton finally executed him. Even after his death, his desire to gain eternal life was still strong, and he came back to life again as one of the Undead. Presently, he lurks near Dion Castle and kills innocent people.\0
95	25226	62	67	104240.00000000	-3664.00000000	-3392.00000000	a,The Oel Mahum Lord who once owned the Bandit Stronghold. Tired of the constant fighting for territory, he abandoned the stronghold along with his loyal seers and prefects, and is observing the competition for the Bandit Stronghold as a spectator.\0
96	25229	75	97	137568.00000000	-19488.00000000	-3552.00000000	a,This servant of the Wind Dragon Lindvior was severely injured during the War of the Gods and retreated to Oren Forest to heal his wounds. His long hibernation recently ended when the power of Shilen began to radiate from the Tower of Insolence. Slightly smaller than a general drake, he is sometimes confused with the Wind Dragon because of his quick movements.\0
97	25230	57	67	66672.00000000	46704.00000000	-3920.00000000	a,In his youth, he became a hero of the Timak Orcs after leading them to build the Timak Outpost. Granted a greatly extended lifespan by the power of totems, he is now the leader of all Timak Orcs.\0
98	25233	69	97	185800.00000000	-26500.00000000	-2000.00000000	a,Through his neglect, this notorious commander helped cause the destruction of his garrison during the war between Elmore and Aden. He unwisely opened the gates to an old Elmorian friend, who abused his trust by poisoning the castle's well. Many of the soldiers and their families died, and Elmore's army easily overran the depleted force. Distraught at his failure, Andras fell on his sword. It is said that his ghost still wanders the castle's ruins.\0
99	25234	60	16	120080.00000000	111248.00000000	-3047.00000000	a,The leader of the Weird Drakes, this ancient creature has slain uncounted numbers of hunters. The bloody history of Hunters Village is largely the result of his ravages.\0
