tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt2	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	quest_x	quest_y	quest_z	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_1	UNK_2	contact_npc_id	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	cnt4	req_item[0]	req_item[1]	req_item[2]	req_item[3]	req_item[4]	clan_pet_quest	req_quest_complete	UNK_3	area_id
1	102	4	a,Sea of Spores Fever\0	a,Medicine Created\0	a,The medicine for the fever has been created! Take it to Sentinel Knight Alberius.\\n\0	0															0															45727.00000000	51721.00000000	-2803.00000000	12	18	3	a,Sentinel Knight Alberius\0	0	1	1	30284	45727.00000000	51721.00000000	-2803.00000000	a,Elf\0	a,Sentinels who were conducting experiments in the Sea of Spores have all come down with a bad fever. Sentinel Knight Alberius is seeking someone to visit Master Cobendell to obtain the cure.\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67
1	102	5	a,Sea of Spores Fever\0	a,Delivery of Medicine\0	a,Sentinel Knight Alberius asks you to deliver the fever medicine to four sentinels who have gone to the Sea of Spores. Take the medicine to Sentinel Berros, Sentinel Veltress, Sentinel Rayen and Sentinel Gartrandell.\\n\0	0															0															0.00000000	0.00000000	0.00000000	12	18	3	a,	1	1	1	30284	45727.00000000	51721.00000000	-2803.00000000	a,Elf\0	a,Sentinels who were conducting experiments in the Sea of Spores have all come down with a bad fever. Sentinel Knight Alberius is seeking someone to visit Master Cobendell to obtain the cure.\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67
1	102	6	a,Sea of Spores Fever\0	a,Return to Sentinel Knight Alberius\0	a,You have distributed the fever medicine. Report back to Sentinel Knight Alberius.\\n\0	0															0															45727.00000000	51721.00000000	-2803.00000000	12	18	3	a,Sentinel Knight Alberius\0	0	1	1	30284	45727.00000000	51721.00000000	-2803.00000000	a,Elf\0	a,Sentinels who were conducting experiments in the Sea of Spores have all come down with a bad fever. Sentinel Knight Alberius is seeking someone to visit Master Cobendell to obtain the cure.\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67
1	103	1	a,Spirit of Craftsman\0	a,Method of Refining Oriharukon Ore\0	a,The Dark Elven Blacksmith, Karrod, wishes to conjure the spirit of Warsmith Roberto Steelbender in order to learn how to refine oriharukon ore. He asks for help in summoning the dead man's spirit. Visit Abyssal Celebrant Cecktinon of the Temple of Shilen.\\n\0	0															0															28225.00000000	12998.00000000	-3725.00000000	10	17	3	a,Abyssal Celebrant Cecktinon\0	0	1	1	30307	10580.00000000	17574.00000000	-4554.00000000	a,Dark Elf\0	a,Karrod from the Dark Elf Village is the best of all Elven blacksmiths. In spite of his awesome skill, he still cannot refine oriharukon ore. Summon a Dwarf Warsmith to discover the secret!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67
1	103	2	a,Spirit of Craftsman\0	a,Net for Tying Up Dead Spirits\0	a,Abyssal Celebrant Cecktinon tells you that in order to summon Steelbender from the Well of Dead Souls he will need a soul catcher. Visit Magister Harne and ask her how to get a soul catcher.\\n\0	0															0															10344.00000000	14445.00000000	-4242.00000000	10	17	3	a,Magister Harne\0	0	1	1	30307	10580.00000000	17574.00000000	-4554.00000000	a,Dark Elf\0	a,Karrod from the Dark Elf Village is the best of all Elven blacksmiths. In spite of his awesome skill, he still cannot refine oriharukon ore. Summon a Dwarf Warsmith to discover the secret!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67
1	103	3	a,Spirit of Craftsman\0	a,Ingredients for Soul Catcher\0	a,Ten old bones are needed to make a soul catcher. Go to the School of Dark Arts, kill skeletons and bring back their bone fragments. Kill Skeleton Hunters, Archers and Doom Soldiers.\\n\0	1	1107														1	10														-47120.00000000	59136.00000000	-3328.00000000	10	17	3	a,School of Dark Arts\0	1	1	1	30307	10580.00000000	17574.00000000	-4554.00000000	a,Dark Elf\0	a,Karrod from the Dark Elf Village is the best of all Elven blacksmiths. In spite of his awesome skill, he still cannot refine oriharukon ore. Summon a Dwarf Warsmith to discover the secret!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67
1	103	4	a,Spirit of Craftsman\0	a,Return to Harne\0	a,You have collected all 10 bone fragments. Return to Magister Harne in Dark Elf Village and have the soul catcher made.\\n\0	0															0															10344.00000000	14445.00000000	-4242.00000000	10	17	3	a,Magister Harne\0	0	1	1	30307	10580.00000000	17574.00000000	-4554.00000000	a,Dark Elf\0	a,Karrod from the Dark Elf Village is the best of all Elven blacksmiths. In spite of his awesome skill, he still cannot refine oriharukon ore. Summon a Dwarf Warsmith to discover the secret!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67
1	103	5	a,Spirit of Craftsman\0	a,Container to Hold Souls\0	a,A soul catcher has been created! Take it to Abyssal Celebrant Cecktinon.\\n\0	0															0															28225.00000000	12998.00000000	-3725.00000000	10	17	3	a,Abyssal Celebrant Cecktinon\0	0	1	1	30307	10580.00000000	17574.00000000	-4554.00000000	a,Dark Elf\0	a,Karrod from the Dark Elf Village is the best of all Elven blacksmiths. In spite of his awesome skill, he still cannot refine oriharukon ore. Summon a Dwarf Warsmith to discover the secret!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67
1	103	6	a,Spirit of Craftsman\0	a,Zombie's Head\0	a,The preparations for summoning Steelbender have almost all been completed. All that remains is to obtain a zombie head to temporarily hold the spirit. Go to the Swampland, kill a zombie and bring back its head. Hunt Marsh Zombies.\\n\0	1	973														1	1														-13648.00000000	46064.00000000	-3611.00000000	10	17	3	a,Swampland\0	1	1	1	30307	10580.00000000	17574.00000000	-4554.00000000	a,Dark Elf\0	a,Karrod from the Dark Elf Village is the best of all Elven blacksmiths. In spite of his awesome skill, he still cannot refine oriharukon ore. Summon a Dwarf Warsmith to discover the secret!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67
1	103	7	a,Spirit of Craftsman\0	a,Return to Abyssal Celebrant Cecktinon.\0	a,You have applied the preserving oil to the zombie head. Take it to Abyssal Celebrant Cecktinon before it begins to rot.\\n\0	0															0															28225.00000000	12998.00000000	-3725.00000000	10	17	3	a,Abyssal Celebrant Cecktinon\0	0	1	1	30307	10580.00000000	17574.00000000	-4554.00000000	a,Dark Elf\0	a,Karrod from the Dark Elf Village is the best of all Elven blacksmiths. In spite of his awesome skill, he still cannot refine oriharukon ore. Summon a Dwarf Warsmith to discover the secret!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67
1	103	8	a,Spirit of Craftsman\0	a,Steelbender Head\0	a,Abyssal Celebrant Cecktinon has conjured the soul of Steelbender by using the soul catcher. He then channels the spirit into the zombie head. Take it to Blacksmith Karrod before it starts to rot.\\n\0	0															0															10580.00000000	17574.00000000	-4554.00000000	10	17	3	a,Blacksmith Karrod\0	0	1	1	30307	10580.00000000	17574.00000000	-4554.00000000	a,Dark Elf\0	a,Karrod from the Dark Elf Village is the best of all Elven blacksmiths. In spite of his awesome skill, he still cannot refine oriharukon ore. Summon a Dwarf Warsmith to discover the secret!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67
1	104	1	a,Spirit of Mirrors\0	a,Escaped Spirits\0	a,The spirits of mirrors that Grand Magister Gallint was studying have escaped! Hit each one of them with Gallint's oak wand to seal them. Seal all three and return to Gallint. The guards in the village can tell you where to find the spirits.\\n\\nMonsters that need to be sealed by Gallint's Oak Wand - 3 spirits of mirrors.\\n\0	3	1135	1136	1137												3	1	1	1												0.00000000	0.00000000	0.00000000	10	15	3	a,	1	1	1	30017	-91008.00000000	248016.00000000	-3568.00000000	a,Human\0	a,Three Spirits of Mirror have escaped from Magister Gallint's laboratory on Talking Island! Capture and seal these spirits!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30
1	104	2	a,Spirit of Mirrors\0	a,Location of the Spirits\0	a,The spirits of mirrors that Grand Magister Gallint was studying have escaped! Hit each one of them with Gallint's oak wand to seal them. Seal all three and return to Gallint. You will find one of them on the western shore of the island, another near the bridge west of Einhovant's School of Wizardry and the third can be found near the Obelisk of Victory.\\n\\nMonsters that need to be sealed by Gallint's Oak Wand - 3 spirits of mirrors.\\n\0	3	1135	1136	1137												3	1	1	1												0.00000000	0.00000000	0.00000000	10	15	3	a,	1	1	1	30017	-91008.00000000	248016.00000000	-3568.00000000	a,Human\0	a,Three Spirits of Mirror have escaped from Magister Gallint's laboratory on Talking Island! Capture and seal these spirits!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30
