id	UNK_0	skill_sound	sound_vol	sound_rad	isrise	spawn_type	effect_name	anim_name
20703	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
20705	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
20707	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
20709	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
20711	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
20713	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
20715	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
20717	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
20719	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
20721	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
20738	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
20740	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
21259	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
21260	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
21262	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
21263	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
21264	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
27016	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
27021	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
27022	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27035	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27043	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27044	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27045	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27056	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	0	1	LineageEffect.e_u011_b	Wait
27058	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27135	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27136	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27137	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
27138	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27140	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
27141	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
27142	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
27143	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atk01
27144	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27145	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27146	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27147	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27148	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27149	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27150	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
27182	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
27183	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27184	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
27185	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27186	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
27187	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
27188	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27189	0	a,SkillSound.teleport_out\0	250.00000000	100.00000000	0	1	LineageEffect.e_u011_b	Wait
27195	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27196	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27218	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
27219	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27220	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27221	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27222	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27223	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27224	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27225	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27226	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27227	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27228	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27229	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27230	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27231	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27232	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27233	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27234	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27235	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27236	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27237	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27238	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27239	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27240	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27241	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27242	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27243	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27244	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27245	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27246	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27247	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27248	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27249	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
27253	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
27257	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	Walk
27258	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	Walk
27259	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	Walk
27260	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	Walk
27290	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27296	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27297	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27298	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27299	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27300	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27301	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27302	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27303	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27304	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27305	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27306	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27307	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	social01
27312	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
27313	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	Walk
27314	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	Walk
27315	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	Walk
27316	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
30203	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u005_b	atkwait
30438	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
30439	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
30440	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
30937	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
30938	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
30939	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
30940	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atkwait
30941	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
30942	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
30943	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
30944	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	wait_1HS
30945	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	wait_1HS
30974	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
30975	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	wait_1HS
30976	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
31027	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	
31028	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	
31029	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	
31030	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	
31095	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31096	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31097	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31098	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31099	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31100	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31101	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31102	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31103	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31104	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31105	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31106	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31107	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31108	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31109	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31110	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31111	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31112	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31114	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31115	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31116	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31117	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31118	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31119	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31120	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31121	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31122	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31123	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31124	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31125	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.m_u022_b	
31528	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	2	1	LineageEffect.m_u022_b	atkwait
31586	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
31629	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
31632	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
31684	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
31685	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
31747	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
25223	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25226	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25229	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25230	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25233	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25234	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25235	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25238	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25241	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25244	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25245	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25248	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25249	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25252	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25255	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25256	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25259	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25260	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25263	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25266	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25269	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25272	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25273	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25276	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25277	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25280	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25281	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25282	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25283	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
25286	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
29001	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	social01
14111	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14113	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14115	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
35062	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	
35368	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
35375	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spwait01
29006	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
31842	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
14160	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14162	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14164	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14295	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atk01
14297	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atk01
14299	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	atk01
14344	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14346	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14348	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14479	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
14481	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
14483	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
14528	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
14530	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
14532	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
0	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
12077	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	Wait
14117	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
14119	0	a,SkillSound4.summon_shot\0	250.00000000	100.00000000	1	1	LineageEffect.e_u011_b	spatk01
