skill_id	skill_level	oper_type	mp_consume	cast_range	cast_style	hit_time	is_magic	ani_char	desc	icon_name	extra_eff	is_ench	ench_skill_id	hp_consume	UNK_0	UNK_1
28	17	0	37	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	18	0	38	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	19	0	39	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	20	0	40	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	21	0	41	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	22	0	42	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	23	0	43	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	24	0	44	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	25	0	45	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	26	0	46	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	27	0	47	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	28	0	48	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	29	0	49	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	30	0	50	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	31	0	51	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	32	0	52	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	33	0	53	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	34	0	54	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	35	0	55	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	36	0	57	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	37	0	58	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	38	0	58	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	39	0	59	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	40	0	60	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	41	0	61	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	42	0	62	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	43	0	63	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	44	0	64	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	45	0	65	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	46	0	66	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	47	0	67	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	48	0	67	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	49	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	0	0	0	9	-1
28	101	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	102	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	103	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	104	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	105	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	106	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	107	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	108	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	109	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	110	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	111	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	112	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	113	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	114	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	115	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	116	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	117	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	118	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	119	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	120	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	121	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	122	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	123	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	124	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	125	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	126	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	127	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	128	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	129	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	130	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	141	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	142	0	67	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	143	0	66	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	144	0	66	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	145	0	65	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	146	0	64	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	147	0	64	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	148	0	63	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	149	0	62	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	150	0	62	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	151	0	61	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	152	0	60	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	153	0	60	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	154	0	59	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	155	0	58	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	156	0	58	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	157	0	57	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	158	0	56	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	159	0	56	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	160	0	55	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	161	0	54	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	162	0	54	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	163	0	53	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	164	0	52	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	165	0	52	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	166	0	51	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	167	0	50	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	168	0	50	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	169	0	49	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
28	170	0	48	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0	1	49	0	9	-1
45	1	0	75	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
45	2	0	79	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
45	3	0	83	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
45	4	0	88	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
45	5	0	88	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
45	6	0	92	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
45	7	0	99	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
45	8	0	103	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
45	9	0	107	-1	1	4.00000000	1	D	skill.wh.1011	icon.skill0045	0	0	0	0	8	10
56	1	0	19	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	2	0	20	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	3	0	21	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	4	0	25	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	5	0	26	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	6	0	27	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	7	0	34	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	8	0	36	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	9	0	37	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	10	0	43	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	11	0	44	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	12	0	44	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	13	0	46	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	14	0	48	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	15	0	50	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	16	0	54	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	17	0	57	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	18	0	59	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	19	0	62	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	20	0	62	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	21	0	65	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	22	0	69	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	23	0	72	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
56	24	0	74	700	5	3.20000005	0	S		icon.skill0056	0	0	0	0	9	11
58	1	0	40	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	2	0	43	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	3	0	45	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	4	0	53	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	5	0	57	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	6	0	59	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	7	0	62	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	8	0	65	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	9	0	69	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	10	0	75	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	11	0	79	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	12	0	83	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	13	0	88	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	14	0	88	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	15	0	92	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	16	0	99	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	17	0	103	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	18	0	107	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	19	0	115	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	20	0	119	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	21	0	122	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	22	0	122	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	23	0	127	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	24	0	130	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	25	0	134	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	26	0	139	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	27	0	143	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	28	0	148	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	29	0	152	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	30	0	157	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	31	0	159	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	32	0	159	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	33	0	164	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	34	0	168	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	35	0	173	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	36	0	177	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	37	0	180	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	38	0	185	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	39	0	189	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	40	0	193	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	41	0	195	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	42	0	195	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	43	0	199	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	44	0	203	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	45	0	207	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	46	0	210	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	47	0	214	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	48	0	218	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	49	0	222	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	50	0	224	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	51	0	228	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	52	0	230	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	53	0	233	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	54	0	237	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	55	0	239	-1	1	5.00000000	1	D	skill.wh.1011	icon.skill0058	0	0	0	0	8	10
58	101	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	102	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	103	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	104	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	105	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	106	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	107	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	108	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	109	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	110	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	111	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	112	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	113	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	114	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	115	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	116	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	117	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	118	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	119	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	120	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	121	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	122	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	123	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	124	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	125	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	126	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	127	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	128	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	129	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	130	0	239	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	141	0	236	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	142	0	233	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	143	0	232	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	144	0	230	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	145	0	227	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	146	0	225	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	147	0	223	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	148	0	221	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	149	0	218	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	150	0	217	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	151	0	215	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	152	0	212	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
58	153	0	211	-1	1	5.00000000	1	D	skill.wh.1217	icon.skill0058	0	1	55	0	8	10
